ID,WEIGHT,PRSGA20,SENGA20,SEN2GA20,ABORT2,ABORTION,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BIDENWINGEN,BIDENWINGENB,BRNAGAIN,CALL,CDNUM,CHILD12,CONTAINCOVID,CONTAINCOVID2,CONTROLSEN,COUNT2,COUNTACC,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVBLM,FAVPRES20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,HANDLEECON20,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,TRUMPWINGEN20,TRUMPWINGEN20B,VERSION,VETVOTER,VOTE2016,VOTEEXPERIENCE,VOTEEXPERIENCE2,VOTEMETHOD,WHNCLINC,WHTEVANG
69950.0,1.31067455834,Donald Trump,David Perdue,Kelly Loeffler,Illegal,Illegal in all cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,Yes,,11.0,,,,The Republican Party,,,Absentee or early in-person,Omit,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,,Only Trump,Favorable,Better today,,1.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Omit,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Very easy,Very easy or somewhat easy,Early in-person,No,White Born-again/Evangelical Christians
69951.0,1.31067455834,Donald Trump,David Perdue,Kelly Loeffler,Illegal,Illegal in most cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,Yes,,11.0,,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,,Only Trump,Favorable,Better today,,1.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Male,White men,Suburbs,Suburbs,English, Georgia,White suburban men,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Didn't vote,Very easy,Very easy or somewhat easy,Early in-person,No,White Born-again/Evangelical Christians
69952.0,1.31067455834,Donald Trump,David Perdue,,Illegal,Illegal in all cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,Yes,,11.0,,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,,Only Trump,Favorable,Better today,,1.0,,,,,,,,,The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Male,White men,Suburbs,Suburbs,English, Georgia,White suburban men,Telephone survey,Yes,Both of them do,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Very easy,Very easy or somewhat easy,Early in-person,,White Born-again/Evangelical Christians
69953.0,1.63004665897,Donald Trump,David Perdue,Kelly Loeffler,Legal,Legal in most cases,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Yes,,8.0,,,,The Republican Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,,Only Trump,Favorable,About the same,,5.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Cares about people like me,White,White,State questionnaire,White,White,White,,,South,Female,White women,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Very easy,Very easy or somewhat easy,Early in-person,Yes,White Born-again/Evangelical Christians
69954.0,1.63004665897,Donald Trump,David Perdue,Doug Collins,Illegal,Illegal in most cases,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Yes,,2.0,,,,The Republican Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,,Only Trump,Favorable,Better today,,5.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Somewhat difficult,Somewhat difficult or very difficult,Early in-person,No,White Born-again/Evangelical Christians
69955.0,1.63004665897,Donald Trump,David Perdue,Kelly Loeffler,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,Yes,,8.0,,,,The Republican Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,,Only Trump,Favorable,About the same,,5.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care policy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Female,White women,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Very easy,Very easy or somewhat easy,Early in-person,Yes,White Born-again/Evangelical Christians
69956.0,1.63004665897,Donald Trump,David Perdue,Kelly Loeffler,Legal,Legal in most cases,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Yes,,8.0,,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,,Only Trump,Favorable,About the same,,5.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Male,White men,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Very easy,Very easy or somewhat easy,Early in-person,No,White Born-again/Evangelical Christians
69957.0,1.63004665897,Donald Trump,David Perdue,Kelly Loeffler,Illegal,Illegal in most cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,Yes,,8.0,,,,The Republican Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,,Only Trump,Favorable,About the same,,5.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Female,White women,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Very easy,Very easy or somewhat easy,Early in-person,No,White Born-again/Evangelical Christians
69958.0,1.31067455834,Donald Trump,David Perdue,Doug Collins,Legal,Legal in all cases,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Yes,,14.0,,,,The Republican Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,,Only Trump,Favorable,Better today,,1.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Racial inequality,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Female,White women,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,No,Only Donald Trump does,Yes,In October,In the last month,Before that,,,,,Version 1,,Donald Trump,Somewhat easy,Very easy or somewhat easy,Early in-person,No,White Born-again/Evangelical Christians
69959.0,1.31067455834,Donald Trump,David Perdue,Doug Collins,Illegal,Illegal in all cases,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Yes,,14.0,,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,,Only Trump,Favorable,About the same,,1.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Racial inequality,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Male,White men,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,No,Only Donald Trump does,Yes,In the last week,In the last month,In the last week,,,,,Version 1,,Donald Trump,Somewhat easy,Very easy or somewhat easy,Early in-person,No,White Born-again/Evangelical Christians
69960.0,1.31067455834,Donald Trump,David Perdue,Doug Collins,Illegal,Illegal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,Yes,,14.0,,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,,Only Trump,Favorable,Better today,,1.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Crime and safety,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Male,White men,Suburbs,Suburbs,English, Georgia,White suburban men,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Somewhat easy,Very easy or somewhat easy,Early in-person,No,White Born-again/Evangelical Christians
69961.0,1.31067455834,Donald Trump,David Perdue,Kelly Loeffler,Illegal,Illegal in most cases,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,,Yes,,9.0,,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,,Only Trump,Favorable,Better today,,1.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Didn't vote,Very easy,Very easy or somewhat easy,Early in-person,Yes,White Born-again/Evangelical Christians
69962.0,1.31067455834,Donald Trump,David Perdue,Doug Collins,Illegal,Illegal in most cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,,Yes,,14.0,,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,,Only Trump,Favorable,Better today,,1.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Crime and safety,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Cares about people like me,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Very easy,Very easy or somewhat easy,Early in-person,No,White Born-again/Evangelical Christians
69963.0,1.44853594151,Donald Trump,David Perdue,Doug Collins,Illegal,Illegal in all cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,Yes,,11.0,,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,,Only Trump,Favorable,About the same,,2.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Somewhat easy,Very easy or somewhat easy,Early in-person,No,White Born-again/Evangelical Christians
69964.0,0.64946292657,Donald Trump,David Perdue,Doug Collins,Illegal,Illegal in most cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,,,No,,3.0,,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,,Only Trump,Favorable,Better today,,4.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Crime and safety,Yes,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,Moderate,,Conservative Republicans,Mod./Liberal Republicans,Cares about people like me,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,South,Male,Latino men,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Very easy,Very easy or somewhat easy,Early in-person,No,All others
69965.0,1.1964376753,Donald Trump,David Perdue,Kelly Loeffler,Illegal,Illegal in most cases,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Yes,,3.0,,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,,Only Trump,Favorable,Better today,,4.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Crime and safety,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Very easy,Very easy or somewhat easy,Early in-person,No,White Born-again/Evangelical Christians
69966.0,1.1964376753,Donald Trump,David Perdue,Doug Collins,Illegal,Illegal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,Yes,,3.0,,,,The Republican Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,,Only Trump,Favorable,Better today,,4.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Didn't vote,Very easy,Very easy or somewhat easy,Early in-person,No,White Born-again/Evangelical Christians
69967.0,1.1964376753,Donald Trump,David Perdue,Doug Collins,Legal,Legal in all cases,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Yes,,3.0,,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Unfavorable,,Only Trump,Favorable,Better today,,4.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Very easy,Very easy or somewhat easy,Early in-person,No,White Born-again/Evangelical Christians
69968.0,1.1964376753,Donald Trump,David Perdue,Doug Collins,Illegal,Illegal in all cases,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Yes,,3.0,,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Unfavorable,,Only Trump,Favorable,Better today,,4.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Crime and safety,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,Cares about people like me,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Somewhat easy,Very easy or somewhat easy,Early in-person,No,White Born-again/Evangelical Christians
69969.0,1.31067455834,Donald Trump,David Perdue,Kelly Loeffler,Legal,Legal in most cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,,Yes,,14.0,,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,,Only Trump,Favorable,About the same,,1.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Male,White men,Suburbs,Suburbs,English, Georgia,White suburban men,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Somewhat easy,Very easy or somewhat easy,Early in-person,No,White Born-again/Evangelical Christians
69970.0,0.64946292657,Donald Trump,David Perdue,Kelly Loeffler,Illegal,Illegal in most cases,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,,Yes,,3.0,,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,,Only Trump,Favorable,Better today,,4.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Health care policy,Yes,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,Moderate,,Conservative Republicans,Mod./Liberal Republicans,Is a strong leader,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,South,Male,Latino men,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Very easy,Very easy or somewhat easy,Early in-person,No,All others
69971.0,1.1964376753,Donald Trump,David Perdue,Kelly Loeffler,Illegal,Illegal in most cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,Yes,,3.0,,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Unfavorable,,Only Trump,Favorable,Better today,,4.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Male,White men,Suburbs,Suburbs,English, Georgia,White suburban men,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Very easy,Very easy or somewhat easy,Early in-person,No,White Born-again/Evangelical Christians
69972.0,0.59385778219,Donald Trump,David Perdue,Doug Collins,Legal,Legal in most cases,30-44,30-59,35-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,,Yes,,3.0,,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,,Only Trump,Favorable,Better today,,4.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Crime and safety,No,,,,,,Republican,Black non-Democrat,All Republicans,Republican men,Republican,All others,Conservative,,Independent/Something else,Conservative Republicans,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Male,Black men,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Very easy,Very easy or somewhat easy,Early in-person,No,All others
69973.0,1.1964376753,Donald Trump,David Perdue,Kelly Loeffler,Illegal,Illegal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,Yes,,3.0,,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,,Only Trump,Favorable,Better today,,4.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Male,White men,Suburbs,Suburbs,English, Georgia,White suburban men,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Very easy,Very easy or somewhat easy,Early in-person,No,White Born-again/Evangelical Christians
69974.0,1.1964376753,Donald Trump,David Perdue,Kelly Loeffler,Illegal,Illegal in all cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,No,,3.0,,,,The Republican Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,,Only Trump,Favorable,Better today,,4.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care policy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Male,White men,Suburbs,Suburbs,English, Georgia,White suburban men,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Very easy,Very easy or somewhat easy,Early in-person,No,All others
69975.0,1.1964376753,Donald Trump,David Perdue,Kelly Loeffler,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,No,,3.0,,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,,Only Trump,Favorable,Better today,,4.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Cares about people like me,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,,Donald Trump,Very easy,Very easy or somewhat easy,Early in-person,No,All others
