ID,WEIGHT,PRSGA20,SENGA20,SEN2GA20,ABORT2,ABORTION,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BIDENWINGEN,BIDENWINGENB,BRNAGAIN,CALL,CDNUM,CHILD12,CONTAINCOVID,CONTAINCOVID2,CONTROLSEN,COUNT2,COUNTACC,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVBLM,FAVPRES20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,HANDLEECON20,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,TRUMPWINGEN20,TRUMPWINGEN20B,VERSION,VETVOTER,VOTE2016,VOTEEXPERIENCE,VOTEEXPERIENCE2,VOTEMETHOD,WHNCLINC,WHTEVANG
69155.0,1.43895711761,Joe Biden,Jon Ossoff,Matt Lieberman,Legal,Legal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,No,,11.0,,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,,Only Biden,Unfavorable,About the same,,2.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care policy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,,Hillary Clinton,Somewhat easy,Very easy or somewhat easy,By mail,No,All others
69156.0,1.85697565294,Joe Biden,David Perdue,Ed Tarver,Legal,Legal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,Yes,,14.0,,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,,Only Biden,Unfavorable,Better today,,1.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care policy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Male,White men,Suburbs,Suburbs,English, Georgia,White suburban men,Telephone survey,Yes,Only Joe Biden does,No,In September,Before that,Before that,,,,,Version 1,,Other,Very easy,Very easy or somewhat easy,By mail,No,White Born-again/Evangelical Christians
69157.0,2.17760486573,Joe Biden,Jon Ossoff,Raphael Warnock,Legal,Legal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,No,,6.0,,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,,Only Biden,Unfavorable,About the same,,3.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Health care policy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,,Hillary Clinton,Somewhat easy,Very easy or somewhat easy,By mail,No,All others
69158.0,4.65732381778,Joe Biden,Jon Ossoff,Raphael Warnock,Legal,Legal in most cases,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,,No,,2.0,,,,The Democratic Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,,Only Biden,Unfavorable,About the same,,4.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and non white",Racial inequality,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Male,Black men,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,,Didn't vote,Very easy,Very easy or somewhat easy,By mail,No,All others
69159.0,2.20109569192,Other,,,Legal,Legal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,Yes,,7.0,,,,The Democratic Party,,,Absentee or early in-person,Omit,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,,Only Biden,Unfavorable,About the same,,2.0,,,,,,,,,Omit,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Omit,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,Yes,Only Joe Biden does,No,In September,Before that,Before that,,,,,Version 1,,Hillary Clinton,Somewhat difficult,Somewhat difficult or very difficult,By mail,,White Born-again/Evangelical Christians
69160.0,3.14058063104,Joe Biden,Jon Ossoff,Raphael Warnock,Legal,Legal in most cases,65+,60+,75 or older,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,Yes,,5.0,,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,,Only Biden,Unfavorable,Worse today,,3.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Omit,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,No,Omit,Omit,Omit,,,,,Version 1,,Hillary Clinton,Very easy,Very easy or somewhat easy,By mail,No,All others
69161.0,1.58292991389,Joe Biden,Jon Ossoff,,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,,,,Complete,,,No,,1.0,,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,,,Favorable,,Only Biden,Unfavorable,Worse today,,5.0,,,,,,,,,Health care policy,No,,,,,,Democrat,,,Democratic men,Democrat,,,,,,Is a strong leader,,,State questionnaire,,,,,,South,Male,,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,,Hillary Clinton,Very difficult,Somewhat difficult or very difficult,By mail,,All others
69162.0,1.97329298912,Joe Biden,Jon Ossoff,Raphael Warnock,Legal,Legal in most cases,65+,60+,65-74,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,No,,13.0,,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,,Only Biden,Unfavorable,About the same,,3.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Health care policy,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Male,Black men,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,,Hillary Clinton,Somewhat easy,Very easy or somewhat easy,By mail,No,All others
69163.0,2.84150457338,Joe Biden,Jon Ossoff,Raphael Warnock,Illegal,Illegal in most cases,65+,60+,75 or older,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,Yes,,3.0,,,,The Democratic Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,,Only Biden,Unfavorable,About the same,,4.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",The coronavirus pandemic,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,,Hillary Clinton,Very easy,Very easy or somewhat easy,By mail,No,All others
69164.0,4.80575592919,Joe Biden,Jon Ossoff,Raphael Warnock,Legal,Legal in most cases,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,,Yes,,2.0,,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,,Only Biden,Unfavorable,About the same,,5.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Racial inequality,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,,Hillary Clinton,Very easy,Very easy or somewhat easy,By mail,No,All others
69165.0,7.79590023046,Joe Biden,Jon Ossoff,Raphael Warnock,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,,Yes,,4.0,,,,The Democratic Party,,,Absentee or early in-person,Omit,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,,Only Biden,Unfavorable,About the same,,1.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Health care policy,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,,Hillary Clinton,Somewhat easy,Very easy or somewhat easy,By mail,No,All others
69166.0,2.19640322446,Joe Biden,Jon Ossoff,Raphael Warnock,Illegal,Illegal in all cases,65+,60+,65-74,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,No,,4.0,,,,The Democratic Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,,Only Biden,Unfavorable,About the same,,3.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Health care policy,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,No,Omit,Omit,Omit,,,,,Version 1,,Hillary Clinton,Very difficult,Somewhat difficult or very difficult,By mail,No,All others
69167.0,3.06740252756,,Jon Ossoff,Raphael Warnock,Illegal,Illegal in all cases,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,,Yes,,1.0,,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,,Only Biden,Unfavorable,Worse today,,5.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",The coronavirus pandemic,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,No,In September,Before that,Before that,,,,,Version 1,,Hillary Clinton,Somewhat difficult,Somewhat difficult or very difficult,By mail,No,All others
69168.0,5.51911212701,Joe Biden,Jon Ossoff,Raphael Warnock,Legal,Legal in all cases,65+,60+,65-74,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,Yes,,10.0,,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,,Only Biden,Unfavorable,About the same,,2.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",The coronavirus pandemic,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Is a strong leader,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,,Hillary Clinton,Very easy,Very easy or somewhat easy,By mail,No,All others
69169.0,3.49566991894,Joe Biden,Jon Ossoff,Raphael Warnock,Omit,Omit,65+,60+,75 or older,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,Yes,,5.0,,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,,Only Biden,Omit,Worse today,,3.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Health care policy,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Omit,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,Omit,In September,Before that,Before that,,,,,Version 1,,Hillary Clinton,Very easy,Very easy or somewhat easy,By mail,No,All others
69170.0,1.58699053901,Joe Biden,Jon Ossoff,Raphael Warnock,Legal,Legal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,Yes,,8.0,,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,,Only Biden,Unfavorable,About the same,,5.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The coronavirus pandemic,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,,,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,,Hillary Clinton,Somewhat easy,Very easy or somewhat easy,By mail,No,White Born-again/Evangelical Christians
69171.0,3.64926540401,Joe Biden,Jon Ossoff,Raphael Warnock,Legal,Legal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,Yes,,8.0,,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,,Only Biden,Unfavorable,About the same,,4.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Omit,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Female,White women,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,No,Omit,Omit,Omit,,,,,Version 1,,Hillary Clinton,Very easy,Very easy or somewhat easy,By mail,Yes,White Born-again/Evangelical Christians
69172.0,3.47611474793,Joe Biden,Jon Ossoff,Raphael Warnock,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,No,,4.0,,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,,Only Biden,Unfavorable,Worse today,,2.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",The coronavirus pandemic,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,,Hillary Clinton,Somewhat easy,Very easy or somewhat easy,By mail,No,All others
69173.0,1.27660527799,Joe Biden,Jon Ossoff,Matt Lieberman,Illegal,Illegal in most cases,65+,60+,75 or older,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,No,,5.0,,,,Omit,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,,Only Biden,Unfavorable,About the same,,3.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Crime and safety,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,No,In October,In the last month,Before that,,,,,Version 1,,Donald Trump,Somewhat easy,Very easy or somewhat easy,By mail,No,All others
69174.0,0.58051289634,Joe Biden,Jon Ossoff,Raphael Warnock,Illegal,Illegal in most cases,65+,60+,65-74,45+,60+,65+,,,,Complete,,,No,,9.0,,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,,,Favorable,,Only Biden,Unfavorable,About the same,,1.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999",,Health care policy,No,,,,,,Democrat,,,Democratic women,Democrat,,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Can unite the country,,,State questionnaire,,,,,,South,Female,,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,,Hillary Clinton,Very easy,Very easy or somewhat easy,By mail,No,All others
69175.0,7.16642592012,Joe Biden,Jon Ossoff,Raphael Warnock,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,No,,6.0,,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,,Only Biden,Unfavorable,Better today,,2.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care policy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,,Hillary Clinton,Very easy,Very easy or somewhat easy,By mail,No,All others
69176.0,7.01614933459,Joe Biden,Jon Ossoff,,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,6.0,,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,,Only Biden,Unfavorable,About the same,,3.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Health care policy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Omit,White,White,State questionnaire,White,White,White,,,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,No,Omit,Omit,Omit,,,,,Version 1,,Hillary Clinton,Somewhat easy,Very easy or somewhat easy,By mail,No,All others
69177.0,4.80575592919,Joe Biden,Jon Ossoff,Raphael Warnock,Legal,Legal in all cases,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,,No,,8.0,,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,,Only Biden,Unfavorable,About the same,,5.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Racial inequality,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,,Hillary Clinton,Somewhat easy,Very easy or somewhat easy,By mail,No,All others
69178.0,3.47611474793,Joe Biden,Jon Ossoff,Raphael Warnock,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,No,,11.0,,,,The Democratic Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,,Only Biden,Unfavorable,Worse today,,2.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Health care policy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,,Hillary Clinton,Very easy,Very easy or somewhat easy,By mail,No,All others
69179.0,1.74002252145,Joe Biden,Jon Ossoff,Raphael Warnock,Legal,Legal in most cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,No,,1.0,,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,,Only Biden,Unfavorable,Better today,,5.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The coronavirus pandemic,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,,Hillary Clinton,Somewhat difficult,Somewhat difficult or very difficult,By mail,No,All others
69180.0,2.90437452197,Joe Biden,Jon Ossoff,Other,Legal,Legal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,No,,6.0,,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,,Only Biden,Unfavorable,About the same,,3.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",The economy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,,,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Telephone survey,Yes,Only Joe Biden does,No,In October,In the last month,Before that,,,,,Version 1,,Hillary Clinton,Very easy,Very easy or somewhat easy,By mail,Yes,All others
