 5491530101 312 1.2673    21663334  9  2     31       5    2322352132235323322111      3     22    93 212        92 1           1 53  5126552 3227
 5488430113 312  .9613    21773321  2        21       2    2332452133245323311122      1     1     93 212        12 1           1 53  3125554 3470
 5481030 52 312  .6163    11335243  3  2     21       1    1221231122123211132211      1     22    13 212        12 1           1 32  4123342 3051
 5480430 52 312  .6083    11883332  5  1     41       1    1432462243246323322121      1     21    11 212        11 1           1 32  4123342 3051
 5477530 52 312  .6383    21883332  2  2     31       3    2432462243246323322121      2     22    11 211        51 1           1 32  4123342 3051
 5476830 52 312  .6383    21773343  5  1     31       3    2332452133245323332211      2     21    23 222        22 1           1 32  4123342 3051
 5476730 72 312  .8423    116633 2  5  2     31       3    13223521322353233   21      2      2    21 222        51 1           1 53  5125554 3254
 5473230 29 312  .7443    1 6653 3  5  2     31       1    13223521322353111   11      1      2    13 212        12 1           1 32  1123331 3824
 5468930 10 312  .9173    11883244  2  2     21       4    1432462243246223332211      3     22    21 212        61 1           1 53  3123551 3304
 5466930 29 312  .8493    21113342  5  2     32       3    4111111111111323332221      2     22    13 212        12 1           1 32  1123331 3824
 5466730110 312  .6633    21662331  2  2     31       3    2322352132235323422122      2     22    13 222        32 1           1 32  4125442 3281
 5452730 22 212 1.2113    11884333  9  2     21       3    1432462243246312222111      2     22    22 212        51 1           1 32  4123332 3038
 5444230 68 212 1.6323    11884333  2  1     31       2    1432462243246312222111      1     21    11 211        61 1           1 32  2123431 3054
 5443730 68 212 1.7333    21554333  2  2     21       1    2322342132234312222111      1     22    13 211        52 1           1 32  2123431 3054
 5433830107 212 1.0303    21111134  9  2     92       5    4111111111111123422111      3     22    23 241        52 2           1 53  3125554 3465
 5431530 84 212  .8243    1133 444  9  2     92       9    32212311221233   32211      9     22    23 212        92 1           1 32  1123332 3857
 5431030101 212 1.2093    11663244  2  2     11       5    1322352132235223332211      3     22    23 211        92 1           1 53  5126552 3227
 5426830 99 212  .9453    21884241  2  1     31       2    2432462243246212232222      1     21    21 211        21 1           1 53  5125553 3269
 5423130 98 212  .6913    12553353  2  2     31       4    1322342132234323332211      3     22    21 222        51 1           1 32  4123332 3079
 5420930 47 212  .8763    1 445234  2  2     21       1    1221241122124211122111      1     22    22 211        41 1           1 43  3123553 3431
 5407530 47 212  .9533    11114211  2  2     32       3    3111111111111212211122      2     12    11 221        61 1           1 43  3123553 3431
 5407330 58 212  .7593    11663343  2  2     31       4    1322352132235323332211      3     22    13 211        52 1           1 21  2122112 3104
 5407130 52 212  .6163    11443342  9  2     21       1    1221241122124323332221      1     22    21 211        11 1           1 32  4123342 3051
 5405430110 212  .6323    11664234  5  2     31       2    1322352132235212222111      1     22    11 211        51 1           1 32  4125442 3281
 5402330110 212  .6633    21663242  5  2     31       3    2322352132235223332221      2     22    11 221        61 1           1 32  4125442 3281
 5401630 85 212  .9073    2188 143  2  2     21       4    24324622432461   32211      3     22    99 221        59 1           1 32  5123231 3862
 5400430 85 212  .8763    11664254  5  2     31       4    1322352132235212232211      3     22    21 211        41 1           1 32  5123231 3862
 5399430 30 212  .8933    11664243  5  2     31       4    1322352132235212232211      3     22    23 211        32 1           1 32  1123333 3042
 5390530 72 212  .8323    11883334  5  2     31       5    1432462243246323322111      3     22    13 222        92 1           1 53  5125554 3254
 5388330 10 212  .9613    21883344  5  2     31       4    2432462243246323332211      3     22    11 212        11 1           1 53  3123551 3304
 5379430  8 212 2.8453    11664254  2  2     11       3    1322352132235212232211      2     22    23 211        12 1           1 32  2123421 3110
 5377730 73 212  .7553    11223243  5  2     31       2    1111121111112223332211      1     22    12 211        31 1           1 21  2123111 3063
 5376930 10 212  .9743    21554233  2  1     31       2    2322342132234212222111      1     21    11 212        31 1           1 53  3123551 3304
 5367530113 112  .9743    21664344  3  2     21       5    2322352132235312232211      3     22    11 212        91 1           1 53  3125554 3470
 5365730 27 112 1.0493    11662143  2  2     32       5    3322352132235123432211      3     22    23 212        22 1           1 53  3126551 3444
 5365030 27 112 1.0803    21112332  5  2     32       3    4111111111111323422121      2     22    22 211        61 1           1 53  3126551 3444
 5363930 14 112  .8143    11775234  2  2     31       2    1332452133245211122111      1     22    11 211        31 1           1 53  3125554 3743
 5362530 14 112  .8243    116643 4  5  1     21       3    13223521322353122   11      2     21    13 221        92 1           1 53  3125554 3743
 5361330 38 112  .8703    11883332  2  2     31       2    1432462243246323322121      1     22    13 222        12 1           1 32  1123341 3840
 5352530107 112  .9883    11885234  5  2     22       2    3432462243246211122111      1     22    13 221        92 1           1 53  3125554 3465
 5351530 27 112 1.0993    21664234  2  2     31       1    2322352132235212222111      1     22    11 212        51 1           1 53  3126551 3444
 5349830 39 112  .6543    21444243  2  2     31       2    2221241122124212232211      1     22    11 221        11 1           1 32  4123441 3841
 5349230106 112 1.1383    21773211  2  1     22       2    4332452133245223311122      1     11    11 221        61 1           1 53  5126554 3886
 5338330101 112 1.1933    11774234  5  1     11       2    1332452133245212222111      1     21    21 212        31 1           1 53  5126552 3227
 5333430 22 112 1.2113    11883333  3  2     21       5    1432462243246323322111      3     22    21 222        11 1           1 32  4123332 3038
 5323330 84 112  .8643    21332334  5  2     31       2    2221231122123323422111      1     22    11 212        11 1           1 32  1123332 3857
