22990543*** 911  .0285    13883444 9   2     919      35 9 14324622432463233322119     2422  22   999                           1 11  431311138125
22990643*** 911  .9194    21662132 3   1     324      34 3 43223521322351234221212     2321  21   432                           1 32  331534337055
22990743*** 911  .5564    21883311 3   1     223      29 2 44324622432463233111222     1199  11   342                           1 53  331555438462
22990843*** 911  .9671    21885312 3         929      13 2 44324622432463111111212     1 21  1    932                           1 11  431311138117
22990943*** 911  .4711    21885221 2   1     214      14 1 24324622432462111111221     1121  11   442                           1 53  131555237763
22991043*** 911 1.9854    21335233 4   1     212      24 1 22212311221232111221112     1121  21   232                           1 11  231311137138
22991143*** 911  .7434    118853 3 3   1     211      24 1 14324622432463111   112     1121  21   142                           1 11  431311138134
22991243*** 911  .6324    21885344 3   1     221      24 1 44324622432463111322112     1121  21   132                           1 53  431655438039
22991343*** 911  .5541    21885221 3   1     324      93 1 44324622432462111111222     9 21  11   432                           1 32  431332138138
22991443*** 911 1.3824    11444423 3   1     213      24 1 12212411221243122111112     1121  21   332                           1 21  231311137128
22991543*** 911  .7604    11885322 3   2     321      13 1 34324622432463111111212     1221  12   132                           1 11  231311137076
22991643*** 911 4.6531    11222314 3   2     114      35 2 11111211111123234111112     2422  22   432                           1 32  131342137934
22991743*** 911 1.5814    217742 3 4   2     323      33 1 43324521332452122   112     2421  22   332                           1 32  131332137663
22991843*** 911 1.4344    217733 4 3   2     312      44 9 23324521332453233   112     3421  22   232                           1 32  131544337742
22991943*** 911 3.1774    21555233 4   1     213      25 1 23223421322342111221112     1122  21   342                           1 43  131355137312
22992043*** 911 1.0031    11664243 3   2     214      23 2 13223521322352122322112     1221  22   432                           1 32  231342137122
22992143*** 911  .6103    11885431 3   1     214      35 1 14324622432463111221222     2322  21   442                           1 53  431555438008
22992243*** 911  .9681    11884233 2   2     222      13 2 34324622432462122221111     1221  22   242                           1 32  131342137934
22992343*** 911  .0345    21  4211 4   1     123      25 1 4            2122111222     1122  11   332                           1 43  131555437821
22992443*** 911  .4634    218852 1 4   1     123      24 9 44324622432462111   222     1121   1   332                           1 32  231542337015
22992543*** 911 2.0532    21115332 4   1     224      95 1 41111111111113111221212     9 22  21   432                           1 21  131311237912
22992643*** 911 1.5754    13665324 2   2     312      33 3 13223521322353111111111     2421  22   232                           1 32  231534337172
22992743*** 911  .9044    21445234 3   1     114      43 2 22212411221242111221112     3321  21   421                           1 32  231544137135
22992843*** 911 2.1454    11665222 3   1     313      25 1 13223521322352111111212     1122  11   342                           1 32  131342137934
22992943*** 911  .8041    21773233 1   1     314      34 1 23324521332452233221111     2321  21   432                           1 21  131311337914
22993043*** 911 1.3843    11663244 2   1     214      35 2 13223521322352233322111     2322  21   421                           1 21  231511137127
22993143*** 911 2.3723    11334233 2   2     314      34 2 12212311221232122221111     2421  22   432                           1 11  431311138018
22993243*** 911  .9151    21665333 3   1     314      15 1 23223521322353111221112     1122  21   442                           1 32  431534438049
22993343*** 911 2.5083    21884231 2   1     223      24 1 44324622432462122221221     1121  21   332                           1 53  131555237763
22993443*** 911  .4711    218842 2 3   1     311      15 1 24324622432462122   212     1122   1   142                           1 32  131544237774
22993543*** 911 1.6305    21554333 2   2     211      23 2 23223421322343122221111     1221  22   132                           1 32  131333237716
22993643*** 911 1.4611    21555244 3   1     312      15 2 23223421322342111322112     1122  21   242                           1 32  131342137934
22993743*** 911 2.0633    115543 4 9   2     214      24 2 13223421322343122   119     1221  22   432                           1 21  131311137919
22993843*** 911 1.3374    11665222 3   1     313      25 1 13223521322352111111212     1122  11   342                           1 53  331655338344
