 1920216 44 112  .6791    23 6 232   2411    3 1      13           32235211122121  22  1 2 1  2   12                            1 32  121342152241
 1919616 44 112 1.1661    11 8 232   2321    2 2      14           43246211122121  12  1 2 2  2   22                            1 32  121342152241
 2099816105 312 1.3851    11 7 234   2922    3 4      43           332452   22111  99  3 2 1  2   41                            1 32  321532150211
 2099716105 312  .5731     3 5 332   2111    9 9      33           32234312222121  11  2 2 1  2   92                            1 32  321532150211
 2099516105 312 1.1661    21 6 311   2211    2 2      14           322353   11122  11  1 2 2  1   21                            1 32  321532150211
 2099416105 312 1.2451    11 6 311   2211    2 1      14           32235312211122  11  1 2 2  1   12                            1 32  321532150211
 2098416105 312 1.2451    11 5 222   2111    2 2      14           32234211111121  11  1 2 2  1   21                            1 32  321532150211
 2095616 72 312  .5191    21 6 321   2422    2 2      22           32235312211122  22  1 1 1  2   21                            1 53  421655351632
 2094716  9 312  .8711    21 1 412   2311    3 2      13           11111311111121  12  1 2 1  1   22                            1 43  421555250588
 2094316 72 312  .2041     1 6 231   13 1    2 2      14           32235211122122  12  1 2 2      22                            1 53  421655351632
 2093516  9 312  .8711    21 8 2 1   2111    2 1      11           432462111   22  11  1 1 1  1   11                            1 43  421555250588
 2091316 72 312  .2041     1 3 233   1312    1 3      31           22123211122111  12  2 1 1  1   32                            1 53  421655351632
 2090616  9 312  .8711    1  8 221   2412    9 1      19           43246211111122  22  1 9 9      11                            1 43  421555250588
 2089616  9 312  .8711    21 7 233   9211    3 2      92           33245212222111  11  9 1 1  1   29                            1 43  421555250588
 2087416 72 312  .5191    11 8 221   1211    1 2      22           43246211111122  11  1 1 1  1   22                            1 53  421655351632
 2086316  9 312  .8711    21 8 234   29 2    9 3      24           43246211122111  99  1 2 2      31                            1 43  421555250588
 2085516  9 312  .3801     1 8 234   9212    2 1      33           43246223322111  11  2 2 1  1   11                            1 43  421555250588
 2085416 72 312  .5191    21 8 221   2211    2 3      14           43246211111122  11  1 2 2  1   31                            1 53  421655351632
 2079216 72 312  .5191    21 1 232   1311    2 1      12           11111211122121  12  1 1 1  1   12                            1 53  421655351632
 2077116 72 312  .5191    21 2 224   2311    3 3      11           11112211111111  12  1 1 1  1   32                            1 53  421655351632
 2075516 43 312  .8581    2  3 223   2412    1 3      11           22123211111111  22  1 1 1      31                            1 43  321555250208
 2074916 43 312 1.1661    11 4 232   2421    3 3      12           22124211122121  22  1 1 1  2   31                            1 43  321555250208
 2073016 94 312  .3751    21 6 232   2421    1 3      11           32235211122121  22  1 1 1  2   32                            1 21  121211252803
 2072516 94 312  .2311     1 6 222   2322    2 3      21           32235211111121  12  1 1 1  2   32                            1 21  121211252803
 2072116107 312 1.0841    11 8 323   2312    3 1      22           43246323311111  12  1 1 1  1   11                            1 43  321555350501
 2071916 94 312  .2311     1 6 3 3   2912    2 2      14           322353111   11  99  1 2 2  1   22                            1 21  121211252803
 2071216 94 312  .2311     1 8 214   2311    3 2      22           43246212211111  12  1 1 1  1   21                            1 21  121211252803
 2070616 94 312  .3981    21 1 212   2112    2 3      33           11111211111121  11  2 2 1  1   32                            1 21  121211252803
 2068316 61 212 1.3651    11 2 221   2311    1 3      12           11112211111122  12  1 1 1  1   31                            1 53  421655451237
 2067016 78 312  .2461     1 8 234   1321    3 2      14           43246211122111  12  1 2 2  2   21                            1 21  321311150312
 2060516 46 312  .5661     1 6 232   2911    2 1      33           32235211122121  99  2 2 1  1   11                            1 53  121555252353
 2060016 72 312  .2091     1   213   9121    9 3      14                211111111  11  1 2 2  2   31                            1 53  421655351632
 2059916  2 312  .5551     1 3 232   2322    1 2      22           22123211122121  12  1 1 1  2   22                            1 53  221555352345
 2059016 23 312  .3231     1 6 242   1911    3 2      32           32235212232221  99  2 1 1  1   22                            1 32  321633150261
 2058516  2 312  .6181     1 8 232   2312    2 1      21           43246212222121  12  1 1 1  1   11                            1 53  221555352345
 2057816 23 312  .7681    11 7 243   1322    2 2      22           33245211132211  12  1 1 1  2   22                            1 32  321633150261
 2055416 11 312 1.2151    21 6 342   1911    9 3      34           32235312232221  99  2 2 2  1   32                            1 53  221655350604
 2054216 23 312  .6911    11 3 243   2413    9 3      13           22123211132211  22  1 2 1  1   39                            1 32  321633150261
 2053416 11 312 1.2151    11 7 214   2412    1 3      21           33245211111111  22  1 1 1  1   31                            1 53  221655350604
 2051416 44 312 1.0491    11 6 2 4   24 1    2 2      14           322352111   11  22  1 2 2      21                            1 32  121342152241
 2050816 23 312  .6471    21 3 243   1411    1 3      23           22123211132211  22  1 2 1  1   31                            1 32  321633150261
 2049016 23 312  .6911    11 4 223   2311    1 2      11           22124211111111  12  1 1 1  1   22                            1 32  321633150261
 2048016 29 312 1.0001    11 6 243   1329    2 2      22           32235212232211  12  1 1 1  2   21                            1 53  221655252623
 2047516 23 312  .7681    11 7 242   2321    4 2      12           33245212232221  12  1 1 1  2   21                            1 32  321633150261
 2044616 23 312  .6471    21 4 223   2411    1 2      12           22124211111111  22  1 1 1  1   22                            1 32  321633150261
 2042216 23 312  .6861    21 1 212   2311    1 3      11           11111211111121  12  1 1 1  1   32                            1 32  321633150261
 2042116  2 312  .6181     1 7 243   2421    2 2      14           33245211132211  22  1 2 2  2   21                            1 53  221555352345
 2041116 85 312 1.5941    11 8 344   2422    3 1      51           43246323332211  22  3 1 1  2   12                            1 32  321342150266
 2035916112 312 1.1231    21 7 3 2   2421    4 2      93           332453111   21  22  9 2 1  2   22                            1 21  421311251106
 2025916 44 312 1.1661    11 8 343   1322    4 2      13           43246323332211  12  1 2 1  2   21                            1 32  121342152241
 2022016 12 312  .9292    21 8 311   1121    4 3      33           43246323311122  11  2 2 1  2   31                            1 53  421555251401
 2021716 29 312  .6802    11 4 242   2312    9 3      21           22124211132221  12  1 1 1  1   31                            1 53  221655252623
 2020916 86 312  .9902    11 6 3 3   92 1    3 2      14           322353111   11  11  1 2 2      21                            1 21  421511251503
 2020116112 312  .2902     1 7 243   9411    3 4      23           33245211132211  22  1 2 1  1   41                            1 21  421311251106
 2018016 86 312 1.1012    11 8 2 1   1911    2 1      11           432462122   22  99  1 1 1  1   11                            1 21  421511251503
 2017416 49 212 3.3662    11 6 243   1312    2 1      11           32235211132211  12  1 1 1  1   12                            1 32  121332152302
 2017116 85 312 1.6572    11 8 234   1323    2 4      41           43246212222111  12  3 1 1  2   41                            1 32  321342150266
 2016716112 312  .8792    11 7 223   2211    1 1      22           33245211111111  11  1 1 1  1   11                            1 21  421311251106
 2015816  1 312  .5622    21 6 2 3   2311    2 1      11           322352111   11  12  1 1 1  1   11                            1 53  221655452172
 2013316 85 312 1.5522    21 8 233   1422    9 4      31           43246223322111  22  2 1 1  2   41                            1 32  321342150266
 2011516 11 312  .9192    11 8 232   2311    2 1      14           43246211122121  12  1 2 2  1   11                            1 53  221655350604
 2010316100 212 1.8442    21 8 231   2412    3 1      21           43246211122122  22  1 1 1  1   11                            1 53  321655350278
 2010216  1 312  .6672    11 8 212   1211    3 4      23           43246211111121  11  1 2 1  1   41                            1 53  221655452172
 2009616 85 312 1.6572    11 7 243   1321    2 4      24           33245212232211  12  1 2 2  2   41                            1 32  321342150266
 2008716 12 312  .9922    11 7 3 2   2421    1 4      14           332453122   21  22  1 2 2  2   41                            1 53  421555251401
 2008616 11 312  .9192    11 8 233   1312    2 1      22           43246211122111  12  1 1 1  1   12                            1 53  221655350604
 2007616112 312  .7402    21 6 232   1312    2 4      31           32235211122121  12  2 1 1  1   41                            1 21  421311251106
 2007516  1 312  .6002    11 6 231   1322    2 2      12           32235211122122  12  1 1 1  2   21                            1 53  221655452172
 2007416 55 312 1.3872    21 5 232   1411    1 3      33           32234212222121  22  2 2 1  1   31                            1 21  121311152403
 2006916 11 312  .8612    21 8 231   1311    2 4      13           43246212222122  12  1 2 1  1   42                            1 53  221655350604
 2006416 12 312  .9922    11 7 243   2412    2 3      31           33245212232211  22  2 1 1  1   32                            1 53  421555251401
 2004616 11 312  .3032     1 8 211   1911    2 9      32           43246212211122  99  2 1 1  1   92                            1 53  221655350604
 2003116 11 312  .9192    11 8 211   2211    2 4      11           43246211111122  11  1 1 1  1   41                            1 53  221655350604
 2002916 20 312  .6242    13 1 233   2321    3 3      24           11111223322111  12  1 2 2  2   31                            1 53  321655250072
 2002316 29 312  .6372    21 4 233   2322    2 1      12           22124211122111  12  1 1 1  2   12                            1 53  221655252623
 2001816 12 312  .9922    11 8 221   1323    2 4      24           43246212211122  12  1 2 2  2   41                            1 53  421555251401
 2001616 11 312  .8612    21 8 233   1412    2 1      31           43246212222111  22  2 1 1  1   11                            1 53  221655350604
 2001416  1 312  .5622    21 6 211   2411    2 3      13           32235211111122  22  1 2 1  1   31                            1 53  221655452172
 2001216 20 312  .4472     1 5 243   1411    3 1      23           32234211132211  22  1 2 1  1   11                            1 53  321655250072
 1999916 20 312 1.0312    11 6 243   2411    3 2      13           32235211132211  22  1 2 1  1   21                            1 53  321655250072
 1999416 29 312  .5352    1  4 231   2121    3 1      34           22124212222122  11  2 2 2  2   12                            1 53  221655252623
 1998616 12 312  .8922    11 6 244   1322    4 1      12           32235211132211  12  1 1 1  2   12                            1 53  421555251401
 1997716 11 312  .3032     1 8 221   1212    2 1      31           43246211111122  11  2 1 1  1   12                            1 53  221655350604
 1997216 12 312  .3172     1 6 122   1321    2 4      14           32235111111121  12  1 2 2  2   42                            1 53  421555251401
 1996216  1 312  .6252    21 8 334   9322    3 1      22           43246312222111  12  1 1 1  2   11                            1 53  221655452172
 1995216  4 312 1.0722    21 2 233   1312    1 1      33           11112212222111  12  2 2 1  1   11                            1 43  221355150613
 1995116  1 312  .2202     1 8 2 1   9211    1 1      11           432462111   22  11  1 1 1  1   11                            1 53  221655452172
 1994816 38 312  .8072    21 6 231   2212    9 1      13           32235211122122  11  1 2 1  1   11                            1 53  221655452142
 1993416 38 312  .8622    11 6 241   2212    2 1      13           32235211132222  11  1 2 1  1   11                            1 53  221655452142
 1993316  4 312 1.1442    11 2 234   1311    2 4      33           11112212222111  12  2 2 1  1   41                            1 43  221355150613
 1993216104 212 1.7762    21 8 331   1311    3 4      14           43246312222122  12  1 2 2  1   41                            1 21  321311250320
 1991416104 212 1.8962    11 8 332   1311    3 4      24           43246312222121  12  1 2 2  1   41                            1 21  321311250320
 1990416 20 312 1.0942    11 1 2 2   1421    3 1      12           111112111   21  22  1 1 1  2   12                            1 53  321655250072
 1990216  4 312 1.2002    11 8 243   94 1    3 4      33           43246211132211  22  2 2 1      41                            1 43  221355150613
 1990116  1 312  .5622    21 6 232   1221    3 1      11           32235212222121  11  1 1 1  2   11                            1 53  221655452172
 1988516 13 212 1.7052    21 8 222   1211    1 1      22           43246211111121  11  1 1 1  1   11                            1 53  121655352255
 1987316  4 312 1.0792    11 3 242   1311    3 4      22           22123212232221  12  1 1 1  1   42                            1 43  221355150613
 1986416 97 212 1.6462    21 7 3 4   1321    3 4      34           332453122   11  12  2 2 2  2   41                            1 21  321311150010
 1985916  4 312 1.0102    21 3 242   1411    3 2      53           22123212232221  22  3 2 1  1   22                            1 43  221355150613
 1985816 20 312 1.0742    21 7 222   1921    2 1      21           33245212211121  99  1 1 1  2   12                            1 53  321655250072
 1985416 97 212 1.7572    11 7 214   1311    2 1      24           33245211111111  12  1 2 2  1   11                            1 21  321311150010
 1985316 66 112  .9502     1 8 2 2   12 1    2 1      53           432462122   21  11  3 2 1      12                            1 53  421655351541
 1984716112 312  .8792    11 7 243   1322    2 4      12           33245211132211  12  1 1 1  2   41                            1 21  421311251106
 1983916 66 112 2.8832    11 7 211   1411    3 1      14           33245212211122  22  1 2 2  1   12                            1 53  421655351541
 1983216112 312  .8232    21 7 243   2421    3 4      12           33245211132211  22  1 1 1  2   41                            1 21  421311251106
 1982716113 112 1.2062       8 222   24 2    3 1      14           43246212211121  22  1 2 2      11                            1 21  421311251106
 1982616104 212 1.7052    11 6 243   1911    2 4      24           32235211132211  99  1 2 2  1   42                            1 21  321311250320
 1982216 66 112  .8882       8 2 1   1912    9 1      92           432462122   22  99  9 1 1      12                            1 53  421655351541
 1981916 46 212 2.1342    21 8 212   2311    3 4      13           43246211111121  12  1 2 1  1   41                            1 53  121555252353
 1981816  4 312 1.0792    11 4 243   2312    2 1      21           22124211132211  12  1 1 1  1   11                            1 43  221355150613
 1981616 34 312  .4492     1 8 133   1321    2 1      54           43246123322111  12  3 2 2  2   12                            1 21  121311352001
 1981516108 212 3.4652    2  7 231   9422    9 1      41           33245223322122  22  3 1 1  2   11                            1 53  221655252101
 1980916 34 312 1.0062    11 8 334   1121    3 1      22           43246312222111  11  1 1 1  2   11                            1 21  121311352001
 1980416 34 312  .4492     1 8 233   22 1    2 1      21           43246211122111  11  1 1 1      11                            1 21  121311352001
 1980216  4 312 1.0792    11 6 243   1221    3 1      13           32235211132211  11  1 2 1  2   11                            1 43  221355150613
 1978516  4 312 1.0102    21 6 243   1321    3 4      33           32235211132211  12  2 2 1  2   42                            1 43  221355150613
 1977916 11 212  .8612    21 8 221   1421    2 1      13           43246223311122  22  1 2 1  2   11                            1 53  221655350604
 1977716113 112 3.5212    11 6 222   9419    9 4      24           32235212211121  22  1 2 2  1   41                            1 21  421311251106
 1977116 11 212  .3032     1 7 232   2312    3 1      22           33245212222121  12  1 1 1  1   11                            1 53  221655350604
 1977016  4 312 1.0102    21 4 244   2412    3 3      21           22124212232211  22  1 1 1  1   32                            1 43  221355150613
 1976416 51 212  .6352     1 7 232   2212    4 1      11           33245211122121  11  1 1 1  1   11                            1 21  121311152405
 1976216 11 212  .7742    21 6 233   2211    4 1      23           32235212222111  11  1 2 1  1   11                            1 53  221655350604
 1975716 86 212 1.1012    11 8 232   2421    3 4      24           43246212222121  22  1 2 2  2   41                            1 21  421511251503
 1975216 11 212  .3032     1 8 213   9111    2 4      14           43246211111111  11  1 2 2  1   41                            1 53  221655350604
 1970716 72 212  .3802    21 8 222   1311    9 9      34           43246223311121  12  2 2 2  1   91                            1 53  421655351632
 1969216 78 212  .2372     1 8 212   9411    3 1      34           43246212211121  22  2 2 2  1   11                            1 21  321311150312
 1968716 38 212  .8072    21 6 322   1211    3 2      14           32235311111121  11  1 2 2  1   21                            1 53  221655452142
 1968616 85 212 1.5522    21 8 234   1321    3 1      23           43246212222111  12  1 2 1  2   12                            1 32  321342150266
 1967816 38 212  .8572    21 1 312   1412    1 3      34           11111323411121  22  2 2 2  1   32                            1 53  221655452142
 1965816 21 212 1.6152    21 3 244   2422    3 4      24           22123212232211  22  1 2 2  2   41                            1 32  321533150003
 1965616 23 212  .6732    21 6 231   1311    2 2      13           32235211122122  12  1 2 1  1   21                            1 32  321633150261
 1965016 20 212  .4472     1 8 242   2921    2 4      14           43246211132221  99  1 2 2  2   41                            1 53  321655250072
 1964916 55 212 1.3872    11 6 114   9911    2 1      14           32235112211111  99  1 2 2  1   11                            1 21  121311152403
 1964816 13 112 1.7052    11 5 221   1313    3 1      24           32234211111122  12  1 2 2  1   12                            1 53  121655352255
 1964616 72 212  .1302     1 6 222   11 1    9 1      32           32235212211121  11  2 1 1      12                            1 53  421655351632
 1963516 20 212  .9652    21 5 244   1412    3 2      24           32234212232211  22  1 2 2  1   21                            1 53  321655250072
 1963316 13 112  .6832     1 6 242   1311    2 2      13           32235211132221  12  1 2 1  1   21                            1 53  121655352255
 1963016 21 212 1.7242    11 5 342   2422    2 4      11           32234311132221  22  1 1 1  2   41                            1 32  321533150003
 1961716 29 112  .7082    21 7 212   1312    3 1      11           33245212211121  12  1 1 1  1   11                            1 53  221655252623
 1961416 72 212  .1342     1 8 222   1421    3 4      34           43246212211121  22  2 2 2  2   42                            1 53  421655351632
 1961216 20 212 1.0742    21 8 233   1111    3 4      14           43246212222111  11  1 2 2  1   41                            1 53  321655250072
 1961016 15 112 2.2452    21 8 212   1311    3 1      11           43246211111121  12  1 1 1  1   11                            1 53  321655450275
 1960816 78 212  .6082    11 8 332   1322    2 1      31           43246311122121  12  2 1 1  2   11                            1 21  321311150312
 1960516 21 212 1.6152    21 3 242   1421    3 4      24           22123212232221  22  1 2 2  2   42                            1 32  321533150003
 1959716 29 112  .2492     1 7 211   2211    2 4      11           33245211111122  11  1 1 1  1   41                            1 53  221655252623
 1958516 13 112  .7602     1 7 233   9211    3 1      33           33245212222111  11  2 2 1  1   11                            1 53  121655352255
 1958216 15 112  .9352     1 8 213   2412    9 4      12           43246211111111  22  1 1 1  1   41                            1 53  321655450275
 1957716 20 212 1.0742    21 8 234   1311    2 1      14           43246212222111  12  1 2 2  1   11                            1 53  321655250072
 1957016  2 112  .7872    11 6 242   1312    2 1      11           32235211132221  12  1 1 1  1   11                            1 53  221555352345
 1956116  2 112  .2892     1 8 232   1221    2 4      44           43246211122121  11  3 2 2  2   41                            1 53  221555352345
 1952616 97 112 1.6462    21 8 231   1211    2 1      22           43246211122122  11  1 1 1  1   11                            1 21  321311150010
 1952516105 112  .5622     1 8 2 2   9321    9 1      91           432462122   21  12  9 1 1  2   19                            1 32  321532150211
 1947716 24 112 1.5572    21 3 232   2311    2 4      12           22123211122121  12  1 1 1  1   42                            1 32  321542150323
 1947516 11 112  .3032     1 8 231   1411    2 2      14           43246211122122  22  1 2 2  1   21                            1 53  221655350604
 1947416108 112 4.7042    11 8 224   2912    2 1      22           43246211111111  99  1 1 1  1   11                            1 53  221655252101
 1944316 12 112  .3272     1 7 344   2222    3 1      51           33245323332211  11  3 1 1  2   11                            1 53  421555251401
 1944116106 212 1.0902    11 5 243   1212    3 1      24           32234212232211  11  1 2 2  1   11                            1 53  221655252201
 1943416 12 112  .8352    21 4   2   9921    9 9      34           22124 233   21  99  2 2 2  2   91                            1 53  421555251401
 1943316106 212 1.1572    11 1 233   1212    3 3      23           11111223322111  11  1 2 1  1   32                            1 53  221655252201
 1941316  1 212  .5622    21 3 222   1311    4 2      13           22123211111121  12  1 2 1  1   22                            1 53  221655452172
 1941116 20 112  .9652    21 3 211   2311    3 1      14           22123212211122  12  1 2 2  1   12                            1 53  321655250072
 1940916 72 112  .3802    21 8 211   1211    2 1      12           43246211111122  11  1 1 1  1   12                            1 53  421655351632
 1940616 85 112 1.3962    21 6 244   1321    3 4      24           32235211132211  12  1 2 2  2   41                            1 32  321342150266
 1938416 20 112 1.0312    11 4 244   2421    4 1      11           22124211132211  22  1 1 1  2   11                            1 53  321655250072
 1938216  9 112  .2242     1 8 243   1322    3 1      13           43246212232211  12  1 2 1  2   11                            1 43  421555250588
 1937316 12 112  .8922    11 5 232   1421    3 4      33           32234212222121  22  2 2 1  2   41                            1 53  421555251401
 1935416 44 212 2.2772    11 6 243   2421    2 1      14           32235212232211  22  1 2 2  2   11                            1 32  121342152241
 1935316 12 112  .9922    11 8 231   1111    3 1      14           43246212222122  11  1 2 2  1   11                            1 53  421555251401
 1935216 21 112 1.6152    21 3 243   2423    3 1      31           22123212232211  22  2 1 1  2   11                            1 32  321533150003
 1934816 86 112  .9902    11 6 231   1311    2 4      12           32235211122122  12  1 1 1  1   41                            1 21  421511251503
 1933916 44 212 2.2772    21 5 244   1421    2 4      34           32234212232211  22  2 2 2  2   41                            1 32  121342152241
 1932416 21 112 1.7242    11 3 244   2422    2 1      13           22123211132211  22  1 2 1  2   11                            1 32  321533150003
 1928016106 112 1.1572    11 2 333   1422    2 1      41           11112323322111  22  3 1 1  2   12                            1 53  221655252201
 1927716112 212  .2902     1 8 232   1211    1 1      14           43246211122121  11  1 2 2  1   11                            1 21  421311251106
 1923316 34 212  .4492     1 8 243   1322    3 1      32           43246223332211  12  2 1 1  2   11                            1 21  121311352001
 1922616 43 112 1.2122    11 6 323   9421    4 1      32           32235323311111  22  2 1 1  2   12                            1 43  321555250208
 1921916107 212 1.1272    11 8 221   1221    2 1      14           43246211111122  11  1 2 2  2   11                            1 43  321555350501
 1921516 34 212 1.0062    1  7 333   2411    3 1      23           33245311122111  22  1 2 1      12                            1 21  121311352001
 1920016  4 112 1.0792    11 5 243   2312    2 1      12           32234212232211  12  1 1 1  1   11                            1 43  221355150613
 1919316 44 112 2.2772    21 8 322   2412    2 1      32           43246311111121  22  2 1 1  1   12                            1 32  121342152241
 1917716 44 112 2.2772    11 8 344   2221    3 1      24           43246311132211  11  1 2 2  2   12                            1 32  121342152241
 1917616112 112  .8232    21 8 222   2321    3 1      12           43246211111121  12  1 1 1  2   11                            1 21  421311251106
 1916516 34 112 1.0062    11 8 234   1111    2 1      22           43246211122111  11  1 1 1  1   11                            1 21  121311352001
 1915316107 112 1.1272    11 8 234   2211    2 4      13           43246211122111  11  1 2 1  1   42                            1 43  321555350501
 2100116 66 212 2.8832    11 7 211   1411    3 1      14           33245212211122  22  1 2 2  1   12                            1 53  421655351541
 2099916 66 212  .9502     1 8 2 2   12 1    2 1      53           432462122   21  11  3 2 1      12                            1 53  421655351541
 2097916105 312 1.2952    11 3 243   1421    2 1      23           22123212232211  22  1 2 1  2   12                            1 32  321532150211
 2096316  9 312  .6122    11 6 233   2411    3 4      24           32235212222111  22  1 2 2  1   41                            1 43  421555250588
 2096216 72 312  .1342     1 7 242   2322    3 1      12           33245212232221  12  1 1 1  2   12                            1 53  421655351632
 2096116 72 312  .1342     1 8 222   93 2    2 1      11           43246212211121  12  1 1 1      11                            1 53  421655351632
 2095716  9 312  .6382    21 8 211   13 1    2 4      23           43246212211122  12  1 2 1      41                            1 43  421555250588
 2095516  9 312  .6812    11 8 2 1   92 1    3 1      13           432462122   22  11  1 2 1      11                            1 43  421555250588
 2094916  9 312  .6812    11 8 322   2411    2 1      11           43246311111121  22  1 1 1  1   11                            1 43  421555250588
 2094816 72 312  .1342     1 8 232   1221    3 4      14           43246211122121  11  1 2 2  2   41                            1 53  421655351632
 2094016  9 312  .6382    21 8 233   1211    3 1      13           43246211122111  11  1 2 1  1   11                            1 43  421555250588
 2093816  9 312  .6812    11 8 233   1211    4 1      14           43246211122111  11  1 2 2  1   12                            1 43  421555250588
 2092516  9 312  .6122    11 6 213   1411    3 1      12           32235211111111  22  1 1 1  1   11                            1 43  421555250588
 2092216 72 312  .3872    11 1 232   1311    3 3      12           11111211122121  12  1 1 1  1   32                            1 53  421655351632
 2091816 72 312  .3422    21 6 233   1321    3 4      33           32235212222111  12  2 2 1  2   41                            1 53  421655351632
