10350910*** 911  .8073    2188 2111          3        99    4324622432462   11122      9 9 9 22      9 1 1933  1                1 32  531222433147
10351010*** 911 1.9453    118833113    2     3        34    432462243246323311122      242 2 12      2 2 1911  2                1 21  431511433993
10351110*** 911  .2271    2    2       2     4        13                2              122 1  2      1 1 23                     1 32  131444434491
10351210*** 911  .7423    218843233    1     3        14    432462243246312211111      112 2 21      2 3 1211  2                1 21  131311132303
10351310*** 911 1.6133    238812111    2     3        13    432462243246223411122      122 1 22      1 1 1133  1                1 32  531132433012
10351410*** 911  .7423    218833 33    2     3        24    4324622432463233   11      122 2  2      2 2 1111  2                1 32  431342233908
10351510*** 911 3.6661    213352323    1     3        14    221231122123211122121      112 2 21      1 1 2311  2                1 21  431311334203
10351610*** 911 2.4234    156654223    2     3        13    322352132235311111121      122 1 22      9 3 1935  2                1 21  431311333990
10351710*** 911  .7423    218833233    1     2        24    432462243246323311111      112 2 21      2 2 1111  2                1 21  431311334953
10351810*** 911 1.9531    117742243    1     9        23    332452133245212211111      112 1 21      1 2 2311  2                1 32  131344232571
10351910*** 911 1.9533    117742123    1     2        13    332452133245212211121      112 1 11      1 3 1311  2                1 43  231355232780
10352010*** 911 1.4841    218852 23    1     3        14    4324622432462111   21      112 2  1      1 1 2311  2                1 32  231544232833
10352110*** 911 1.9533    118842323    1     3        34    432462243246212222121      232 2 21      1 1 1911  2                1 53  331455434465
10352210*** 911 1.6133    218852312    1     9        24    432462243246211122122      112 2 22      2 2 1133  2                1 21  431311434208
10352310*** 911 1.1133    218842333    2     3        24    432462243246212222111      122 2 22      2 2 1911  2                1 32  131442232408
10352410*** 911  .4603    214422443    2     3        93    221241122124223432211      9 2 1 22      1 3 1111  2                1 32  331244234684
10352510*** 911  .7423    218843413    2     3        13    432462243246312232222      122 1 22      1 2 1111  2                1 32  431332334994
10352610*** 911 1.4842    217732113    2     3        23    332452133245223311122      122 1 12      2 3 2111  2                1 32  331344434608
10352710*** 911 3.2131    238822 11    2     1        99    4324622432462234   22      9 9 9  2      9 1 9933  1                1 32  531242233175
10352810*** 911 1.4843    218842433    1     3        24    432462243246212232211      112 2 21      2 1 1911  2                1 21  531211433311
10352910*** 911 1.6133    238832 11    1     3        93    4324622432462233   22      9 2 1  2      1 2 1933  1                1 32  531122433010
10353010*** 911  .9761    118842323    1     3        13    432462243246212222121      112 1 21      1 1 1211  2                1 53  331455434465
10353110*** 911  .7423    217742443    2     3        14    332452133245212232211      122 2 22      2 1 1111  2                1 32  131342132082
10353210*** 911  .9761    118842213    1     3        14    432462243246212211122      112 2 11      1 3 1311  2                1 43  431455433870
10353310*** 911 3.9232    212223233    2     3        34    111121111112323411111      242 2 22      9 1 2911  2                1 32  331344133626
10353410*** 911 1.8414    216652333    1     2        33    322352132235211122111      232 1 21      1 3 1311  2                1 53  431555433852
10353510*** 911  .7423    217723543    2     3        24    332452133245323432211      122 2 22      2 3 1111  2                1 21  331211233611
10353610*** 911 1.9531    117752223    1     1        19    332452133245211111121      119 9 11      1 2 1911  2                1 32  431344234997
10353710*** 911  .7423    218832433    2     3        14    432462243246223332211      122 2 22      2 2 2111  2                1 43  431355234285
10353810*** 911  .7423    218842113    2     3        94    432462243246212211122      9 2 2 12      2 3 1111  2                1 21  331211333755
10353910*** 911 1.8411    213342323    1     3        24    221231122123212222121      112 2 21      1 1 1311  2                1 21  331311133647
10354010*** 911 2.6241    135532 12    2     3        34    3223421322342233   22      242 2  2      1 1 1333  2                1 32  531122433010
10354110*** 911  .9203    215542333    2     3        23    322342132234212222111      122 1 22      1 9 1911  2                1 32  331344133556
10354210*** 911 2.1153    138852111    2     1        93    432462243246211111122      9 2 1 22      9 2 1933  1                1 32  531132433012
10354310*** 911 1.8411    215542313    2     3        34    322342132234212222122      242 2 22      1 1 2311  2                1 32  131544432097
10354410*** 911 1.4843    218812113    1     3        14    432462243246223411122      112 2 11      2 1 1111  2                1 32  331344334609
10354510*** 911 2.4234    115552423    1     9        13    322342132234211132221      112 1 21      2 2 1311  2                1 32  431342233908
10354610*** 911 1.2119    115542333    2     3        33    322342132234212222111      242 1 22      1 9 1911  2                1 21  531211333401
10354710*** 911  .7423    218832243    2     3        14    432462243246223311111      122 2 22      1 1 1111  2                1 32  431344134229
10354810*** 911 1.8414    216652313    1     3        23    322352132235211122122      112 1 21      1 1 1311  2                1 43  531455233050
10354910*** 911  .9761    118852 43    1     3        13    4324622432462111   11      112 1  1      1 3 1911  2                1 32  131544332643
10355010*** 911 1.2111    116643323    2     2        13    322352132235312222121      122 1 22      1 3 1311  2                1 32  431332333952
10355110*** 911 2.4233    115542543    2     2        24    322342132234212232211      122 2 22      9 1 1111  2                1 32  331344133556
10355210*** 911  .7423    218842113    1     1        34    432462243246212211122      232 2 11      9 1 9111  2                1 32  231244334743
10355310*** 911  .7424    218824433    2     3        53    432462243246323432211      342 1 22      1 1 1311  2                1 32  431342134108
10355410*** 911 1.3813    215532323    1     3        54    322342132234223322121      332 2 21      2 1 1911  2                1 21  331211333778
10355510*** 911 1.4843    218843 13    2     3        24    4324622432463122   22      122 2  2      1 2 1911  2                1 32  431344334135
10355610*** 911  .2001    21  42  3    2     3        24                2122           122 2  2      1 1 9311  2                1 32  231344332159
10355710*** 911  .7424    2188 2113    1     1        93    4324622432462   11122      9 2 1 11      9 1 1911  2                1 43  131555332539
10355810*** 911 1.4841    218832 13    1     2        33    4324622432462233   22      232 1  1      1 3 1911  2                1 32  431332333952
10355910*** 911  .2271    23  52       2     3        99                2111           9 9 9  2      1 9 9933                   1 21  531211433126
10356010*** 911 2.9553    258842113    1     3        53    432462243246212211122      332 1 22      1 9 1335  2                1 32  531342133178
10356110*** 911  .7421    217742123    2     3        34    332452133245212211121      242 2 12      1 1 1911  2                1 32  231344234744
10356210*** 911  .2271    2   52       2     4        19                2111           129 9  2      1 3 19                     1 32  431332333952
10356310*** 911 1.8413    216632543    2     3        33    322352132235223332211      242 1 22      1 2 1111  2                1 32  531344333027
10356410*** 911 2.6353    136652211    2     3        14    322352132235211111122      122 2 22      2 3 1933  2                1 21  431311333990
10356510*** 911  .9201    216652433    1     3        23    322352132235211132211      112 1 21      1 2 1911  2                1 53  131655432428
10356610*** 911 1.4841    21882  13    2     9        29    432462243246 234   22      129 9  2      1 1 1911  2                1 32  331344334606
10356710*** 911  .7421    218843333    1     3        54    432462243246312222111      332 2 21      1 1 1911  2                1 32  431344434287
10356810*** 911 2.0021    215552321    2     1        33    322342132234211122121      242 1 22      1 2 1333  2                1 32  531344133328
10356910*** 911  .2271    2                  3        13                               1 2 1         1 1 11                     1 32  1313*4232080
10357010*** 911 3.8901    118843223    2     2        14    432462243246312211121      122 2 12      1 2 2311  2                1 21  431311233904
10357110*** 911  .7423    217742323    1     3        33    332452133245212222121      232 1 21      2 2 1411  2                1 32  131342332526
10357210*** 911 1.9533    118842543    2     3        14    432462243246212232211      122 2 22      1 1 1911  2                1 32  531244233065
10357310*** 911 1.8413    215552443    2     3        14    322342132234211132211      122 2 22      1 2 1911  2                1 32  431644234120
10357410*** 911 2.4231    116652443    1     3        23    322352132235211132211      112 1 21      1 1 1911  2                1 43  131455334476
10357510*** 911  .7423    218852523    1     3        13    432462243246211132221      112 1 21      2 3 1111  2                1 11  131311332218
10357610*** 911 2.9423    211132223    2     2        24    111111111111223311121      122 2 12      2 1 1911  2                1 21  531211233315
10357710*** 911 1.4331    215552223    1     2        13    322342132234211111121      112 1 11      1 2 2311  2                1 32  231344132746
10357810*** 911 2.4133    116642233    2     2        23    322352132235212211111      122 1 22      1 1 1911  2                1 53  331455434465
10357910*** 911 4.7972    1 3312 3     2     2        14    2212311221232234   11      122 2  2      2 1 29                     1 32  331344133511
10358010*** 911 1.9534    117754333    1     1        24    332452133245311122111      112 2 21      2 1 1911  2                1 32  131344232533
10358110*** 911 4.8464    116632333    1     3        44    322352132235223322111      332 2 21      1 1 2111  2                1 21  331211233764
10358210*** 911  .7423    218853 33    2     3        23    4324622432463111   11      122 1  2      2 2 1111  2                1 32  531344133437
10358310*** 911  .9763    118842443    2     3        44    432462243246212232211      342 2 22      2 1 1911  2                1 32  131342132259
10358410*** 911  .7423    218842223    1     3        33    432462243246212211121      232 1 11      2 2 1311  2                1 21  331211233611
10358510*** 911 1.0011    234422112    1     4        44    221241122124223411122      332 2 22      1 1 1433  1                1 43  431255134103
10358610*** 911 2.9551    217752113    1     3        13    332452133245211111122      112 1 11      1 3 1311  2                1 32  131344332068
10358710*** 911 1.1133    217742333    2     3        14    332452133245212222111      122 2 22      2 3 1111  2                1 32  231344332159
10358810*** 911 1.4843    218832443    2     2        54    432462243246223332211      342 2 22      2 1 1111  2                1 32  431344234997
10358910*** 911 1.9531    118833313    2     3        13    432462243246323322122      122 1 22      1 1 1911  2                1 32  231333132952
10359010*** 911  .2003    2   32  3    2     3        29                2233           129 9  2      9 1 19    2                1 32  131344332068
10359110*** 911 2.0513    135552222    1     3        13    322342132234211111121      112 1 22      1 2 1433  1                1 32  231342233811
10359210*** 911 1.9532    117752223    1     9        54    332452133245211111121      332 2 11      2 3 9111  2                1 32  331544333563
10359310*** 911  .7421    218844133    2     3        13    432462243246312211111      122 1 22      1 1 9911  2                1 53  131655332327
10359410*** 911  .5274    11  52 33    2     9        12                2111   11      121 1  2      9 3 9911  2                1 32  331342133549
10359510*** 911 1.9532    118833 33    2     2        13    4324622432463233   11      122 1  2      9 2 1111  2                1 32  331342133549
10359610*** 911 1.6134    238832421    2     3        13    432462243246223332221      122 1 22      2 2 2233  2                1 32  531132433012
10359710*** 911 1.9451    118852 43    2     4        24    4324622432462111   11      122 2  2      1 3 2311  2                1 53  331555434434
10359810*** 911 1.6073    218843122    2     3        13    432462243246312211121      122 1 22      1 3 1933  2                1 11  131311132217
10359910*** 911  .9203    216643333    2     3        24    322352132235312222111      122 2 22      1 2 1911  2                1 53  331455434450
10360010*** 911 2.9553    218854323    2     3        14    432462243246311122121      122 2 22      9 3 1911  2                1 53  431355232962
10360110*** 911 1.4843    218842433    1     3        34    432462243246212232211      232 2 21      2 3 1111  2                1 32  131444132578
10360210*** 911 1.9531    118852223    1     3        13    432462243246211111121      112 1 11      1 1 1311  2                1 21  131311232503
10360310*** 911 1.4843    218832213    2     3        43    432462243246223311122      342 1 12      2 9 1111  2                1 32  231344334748
10360410*** 911 1.4843    217734313    2     3        34    332452133245323322122      242 2 22      2 3 1111  2                1 32  231344232136
10360510*** 911 1.9531    118822213    2     3        29    432462243246223411122      129 9 12      1 1 1311  2                1 32  231344334748
10360610*** 911  .9763    118823323    1     3        14    432462243246323422121      112 2 21      9 3 1311  2                1 32  131644332033
10360710*** 911  .2643    11  43 43    2     3        34                3122   11      242 2  2      2 9 1111  2                1 21  431311334983
10360810*** 911 1.4843    217742333    1     3        34    332452133245212222111      232 2 21      2 1 1111  2                1 32  131633432565
10360910*** 911 2.8663    2166231 3    2     3        33    3223521322353234111        242 1  2      2 3 1111  2                1 32  131442232547
10361010*** 911 1.8413    215522423    1     3        33    322342132234223432221      232 1 21      2 1 1311  2                1 32  231344234711
10361110*** 911 1.6133    238842 11    2     4        94    4324622432462122   22      9 2 2  2      9 1 1133  1                1 32  431342334116
10361210*** 911 1.9533    118833 43    2     3        34    4324622432463233   11      242 2  2      9 2 9911  2                1 32  431342133919
10361310*** 911  .7423    217752223    1     3        93    332452133245211111121      9 2 1 11      2 1 2111  2                1 32  231343432976
10361410*** 911  .4604    216653113          2        33    322352132235311111122      2 2 1 1       2 3 2311  2                1 32  231344332159
10361510*** 911  .9763    118852323    2     2        93    432462243246211122121      9 2 1 22      1 9 1111  2                1 32  231344332159
10361610*** 911 2.4134    116654123    1     3        19    322352132235311111121      119 9 11      2 3 2311  2                1 32  131344232533
10361710*** 911  .3713    218842113    2     3        23    432462243246212211122      122 1 12      1 3 1111  2                1 43  131455334476
10361810*** 911 1.9531    118852 13    2     3        23    4324622432462111   22      122 1  2      1 1 1911  2                1 32  331544434613
10361910*** 911  .9763    118832543    2     3        33    432462243246223332211      242 1 22      2 3 1111  2                1 32  231333433853
10362010*** 911  .7423    218852 13    1     2        14    4324622432462111   22      112 2  1      1 3 1911  2                1 32  331344233573
10362110*** 911  .7421    217742223    1     2        14    332452133245212211121      112 2 11      1 1 2311  2                1 43  231355433881
10362210*** 911  .2273    2    2             3        33                2              2 2 1         9 9 19                     1 21  531111433125
10362310*** 911 1.8864    115553333    2     3        12    322342132234311122111      121 1 22      1 1 1911  2                1 53  431555232966
10362410*** 911  .9202    215542343    2     3        14    322342132234212222111      122 2 22      1 2 1911  2                1 32  331344133511
10362510*** 911 1.4782    217752233    2     3        24    332452133245211111111      122 2 22      2 3 1911  2                1 32  331343134695
10362610*** 911  .9761    117752323    1     3        13    332452133245211122121      112 1 21      1 3 1911  2                1 32  131342332526
10362710*** 911 1.4841    218822333    2     2        29    432462243246223422111      129 9 22      1 1 2911  2                1 21  331211333755
10362810*** 911  .9203    214434433    2     3        34    221241122124323332211      242 2 22      2 2 1111  2                1 32  231342334787
10362910*** 911 1.9533    118832113    1     3        13    432462243246223311122      112 1 11      2 3 2111  2                1 32  131442232547
10363010*** 911 1.0011    236652341    1     2        13    322352132235211122111      112 1 22      1 2 1333  2                1 21  531211133173
10363110*** 911  .6063    116642333    1     3        13    322352132235212222111      112 1 21      1 3 1911  2                1 32  231344132765
10363210*** 911 2.2904    241153223          3        54    111111111111311111121      3 2 2 2       1 1 1934  2                1 32  531222233155
10363310*** 911 1.8173    116642523    2     3        23    322352132235212232221      122 1 22      1 2 1911  2                1 43  131555332025
10363410*** 911  .4881    117752123    2     2        13    332452133245211111121      122 1 12      1 3 2311  2                1 32  131332332507
10363510*** 911 1.6073    238812  2    1     4        59    4324622432462234           339 9  2      2 3 9333  2                1 32  531242233175
10363610*** 911  .8451    217742 13          2        13    3324521332452122   22      1 2 1         1 2 1311  2                1 21  231311232907
10363710*** 911 1.4843    218842 13    1     3        44    4324622432462122   22      332 2  1      1 9 1911  2                1 32  231344132955
10363810*** 911 1.9532    118842 33    1     3        24    4324622432462122   11      112 2  1      2 1 1111  2                1 32  431644334251
10363910*** 911  .9761    118842133    2     4        54    432462243246212211111      342 2 22      1 3 1911  2                1 32  131332332506
10364010*** 911 1.8413    215542213    1     2        14    322342132234212211122      112 2 11      1 3 1911  2                1 32  531344133418
10364110*** 911  .3711    218852113    1     2        13    432462243246211111122      112 1 11      1 3 2211  2                1 32  331342433592
10364210*** 911  .9761    117722423    2     3        23    332452133245223432221      122 1 22      1 1 1311  2                1 32  2315*4232128
10364310*** 911 3.9233    211133313    2     3        43    111111111111323322122      342 1 22      2 2 1911  2                1 32  131344232533
10364410*** 911 1.4843    218842313    1     2        33    432462243246212222122      232 1 21      2 2 1911  2                1 32  431344234293
10364510*** 911 4.8261    116642413    1     2        14    322352132235212232222      112 2 21      1 3 1111  2                1 32  331544134639
10364610*** 911 1.4843    218842 33    2     1        54    4324622432462122   11      342 2  2      1 1 1411  2                1 32  131344132034
10364710*** 911 1.9533    118842343    2     2        13    432462243246212222111      122 1 22      1 1 1311  2                1 43  131455332536
10364810*** 911  .3711    218842 33    2     3        13    4324622432462122   11      122 1  2      1 3 2111  2                1 43  231355332162
10364910*** 911  .7423    218832123    2     3        43    432462243246223311121      342 1 12      2 1 1911  2                1 32  331233233772
10365010*** 911 1.4843    218854213    1     1        13    432462243246311111122      112 1 11      1 2 1111  2                1 32  431342433917
10365110*** 911 1.5274    212242333    1     3        23    111121111112212222111      112 1 21      1 3 2311  2                1 32  231342232703
10365210*** 911  .7421    2188432339   2 3 2 2 12     2     4324622432463122111119   2 12    2223 12  2    11  2                1 21  532211133062
10365310*** 911 1.4843    218832 339   2 9 3 9 12     2     4324622432462233   119   2 12     223 11  9    11  2                1 43  232355332162
10365410*** 911 2.7613    2166224331   2 1 3 3 41     5     3223521322352234322111   1 34    2222 41  2    11  2                1 21  332211233703
10365510*** 911  .8451    218852 133     1 2 9 41     2     4324622432462111   222   1 1          41  9    11  2                1 32  132644432046
10365610*** 911 3.3213    2111425421   2 2 3 2 97     3     1111111111112122322111   4 24    2223 91  1    33  2                1 32  232342132837
10365710*** 911  .2279    2        9   2 9 9 9 92     9                          9   2 9      22  99  9                         1 32  532333433033
10365810*** 911 1.8411    2155523234   1 3 2 3 44     1     3223421322342111221212   1 11    2111 41  2    11  2                1 32  132344232533
10365910*** 911 2.4232    1144443131   2 9 3 3 11     2     2212411221243122221221   1 12    2222 11  2    11  2                1 32  232333332771
10366010*** 911 1.4841    2188423432   2 3 3 2 11     2     4324622432462122221111   1 12    2222 11  2    11  2                1 32  1323*4232563
10366110*** 911 3.6662    214431 132     2 2 3 18     5     2212411221241233   221   5 3       2  11  2    11  2                1 53  332555334429
10366210*** 911 2.4239    1166443232   2 3 3 3 14     2     3223521322353122221211   1 12    2222 11  2    11  2                1 32  232344132765
10366310*** 911 2.4131    1166433432   1 3 3 2 4      2     3223521322353122221111     11    21   42  1    11  2                1 11  132311132225
10366410*** 911 2.4234    1166524334   1 9 2 3 24     1     3223521322352111322112   1 11    2111 21  2    11  2                1 32  132344332068
10366510*** 911  .9764    1188522233   1 2 2 3 31     2     4324622432462111111212   1 11    1111 32  2    11  2                1 43  132455334479
10366610*** 911 1.8413    2166332434   2 9 3 1 42     2     3223521322353233111112   2 12    2223 42  2    11  2                1 32  132344132034
10366710*** 911  .8403    238832   2   2 3 3 3 12     1     4324622432462233     1   2 12     223 11  3    33                   1 32  532242233175
10366810*** 911 1.4843    2188423233   2 9 3 3 37     2     4324622432462122221212   4 12    2223 31  2    11  2                1 21  332311133647
10366910*** 911 1.9533    1188425133   2 2 3 2 11     2     4324622432462122322222   1 12    2222 12  2    11  2                1 32  432344334135
10367010*** 911 1.2111    1166424233   1 9 9 3 44     2     3223521322352122322212   1 11    2111 41  2    11  2                1 32  132342232233
10367110*** 911  .9201    2144313331   2 1 1 3 91     5     2212411221241233221111   1 34    2222 92  3    11  2                1 32  332342133624
10367210*** 911 3.6663    2133422234   1 9 3 3 33     5     2212311221232122111212   1 33    1121 31  3    11  2                1 11  132311232207
10367310*** 911 1.8411    2166 44233   1 3 2 3 44     1     3223521322353   322212   1 11    2111 49  2    11  2                1 32  1323*2232003
10367410*** 911 3.8903    1588331134   2 3 3 9 94     1     4324622432463233111222   1 12    2223 91  1    35  2                1 53  332455434465
10367510*** 911 1.4843    2188421133   2 9 3 2 41     1     4324622432462122111222   1 12    1222 41  3    11  2                1 53  432355232962
10367610*** 911  .7423    2188522134   1 2 2 1 14     1     4324622432462111111222   1 11    1111 11  2    11  2                1 43  132455232405
10367710*** 911  .9769    118822 332   2 9 9 3 34     9     4324622432462234   111   1 9      222 32  2    11  2                1 43  432455433870
10367810*** 911 2.0102    1122442432   2 1 1 2 38     3     1111211111123122111111   5 24    2223 31  2    11  2                1 32  332332333614
10367910*** 911  .4013    21  323439   2 9 3 3 44     2                 2233221119   1 12    2222 41  2    11  2                1 32  232344132765
10368010*** 911  .9201    2166431332   1 3 2 2 21     2     3223521322353122111111   1 11    2111 22  1    11  2                1 32  132342132082
10368110*** 911 1.8413    2166525133   2 3 3 2 18     1     3223521322352111322222   5 12    2223 12  2    11  2                1 21  432311233914
10368210*** 911 2.2253    2177532331   2 9 3 2 12     3     3324521332453111111111   2 24    2223 12  2    11  2                1 32  532344133410
10368310*** 911 3.7723    123332 232   2 3 3 2 32     4     2212311221232233   211   2 34     223 32  2    22  2                1 21  432311334953
10368410*** 911 1.4841    2188224231   2 9 1 3 12     4     4324622432462234322211   2 34    2223 12  3    11  2                1 21  332211233710
10368510*** 911 1.9534    1188522433   2 3 2 3 14     1     4324622432462111111112   1 12    2222 11  2    11  2                1 32  432333334223
