23803447 85 312  .8121    11  4224 4  313    111     331   1            2122111112212 22311  21   13                            1 43  431455322903
23835147  7 312 1.9782    21  3232 3  213    321     232   4            2233221212211 12311  21   19                            1 21  131111122203
23547647 67 222  .7481    12 2   3    2 1              2           11112       11  11    11        9                            1 32  231344122192
23874647 30 322 1.0511    11 1   2    2 1              4           11111       21  11    21        2                            1 32  131233122152
23472747 97 222  .7571    21 2   3    3 1              4           11112       11  12    21        2                            1 21  331311324502
23818947 87 322  .6351    21 1   2    2 2              3           11111       21  11    21        2                            1 32  531344223322
23111547 49 122  .8101    11 1   2    1 1              4           11111       21  11    21        2                            1 53  431555323009
23453847 76 222  .5242    23 1   2    2 2              4           11111       21  11    21        3                            1 32  231344222554
23919047115 312  .9641    11 24234 3  311    222     224   3       111122122221112212 11121  21   22                            1 21  531211223452
23918947115 312  .9641    11 24234 3  311    222     224   3       111122122221112212 11121  21   22                            1 21  531211223452
23506047 48 212  .5731    21 14242 4  212    122     223   4       111112122322212211 11121  21   23                            1 32  431534322485
23505947 48 212  .5731    21 14242 4  212    122     223   4       111112122322212211 11121  21   23                            1 32  431534322485
23886047 48 312  .5301    11 25444 4  311    222     222   3       111123111322112212 11111  21   22                            1 32  431534322485
23110347 97 112  .7571    21 13222 3  311    413     312   2       111112233111212212 21111  11   33                            1 21  331311324502
23109347 49 112  .8761    21 25423 4  211    212     115   2       111123111111112111 11122  21   22                            1 53  431555323009
23097947 21 112  .9201    11 25243 4  311    112     314   1       111122111322112212 21121  21   22                            1 32  131243122015
23480447 78 212  .7111    11 14422 4  211    224     235   3       111113122111212211 12322  11   42                            1 53  331555424609
23468547 97 212  .7571    21 14213 3  412    223     343   4       111112122111112222 23321  21   32                            1 21  331311324502
23082147 76 112  .8811    21 24233 3  311    114     334   2       111122122221112212 22321  21   42                            1 32  231344222554
23467147 87 212  .5861    11 14311 4  211    323     131   3       111113122111222111 12311  11   33                            1 32  531344223322
23841147 76 312  .8811    21 13233 1  212    321     222   4       111112233221111211 11111  21   13                            1 32  231344222554
23488547 97 212  .6991    11 25234 4  211    312     213   1       111122111221112211 11121  21   23                            1 21  331311324502
23834647 58 312 1.4021    21 12132 2  113    329     253   4       111111234221211211 13321  21   92                            1 43  331455324141
23857747 21 312  .9951    21 14243 4  311    322     434   4       111112122322112212 22321  21   22                            1 32  131243122015
23852147 94 312 1.2401    11 24233 3  212    321     121   3       111122122221112111 11111  21   11                            1 21  531211323669
23047847 30 112 1.1371    21 14213 4  312    123     121   4       111112122111112112 11111  21   32                            1 32  131233122152
23043147 58 112 1.2961    11 25231 4  212    219     111   1       111122111221222111 11111  21   93                            1 43  331455324141
23838947 97 312  .6991    11 25214 9  212    223     233   3       111122111111119211 12321  21   31                            1 21  331311324502
23038147 58 112 1.4021    21 14232 3  211    323     323   4       111112122221212211 21121  21   32                            1 43  331455324141
23462047 76 212  .8141    11 25243 4  212    321     234   3       111122111322112211 12321  21   13                            1 32  231344222554
23419547 30 212 1.0511    11 14254 4  311    323     235   3       111112122322112212 12322  21   32                            1 32  131233122152
23045047 58 112 1.4021    21 25243 3  211    213     114   2       111122111322112111 11121  21   32                            1 43  331455324141
23524447  1 212 2.7662    21 23323 2  212    223     134   4       111123233111111111 12321  21   34                            1 53  531555423417
23524347  1 212 2.7662    21 23323 2  212    223     134   4       111123233111111111 12321  21   34                            1 53  531555423417
23896447 30 312 1.4292    21 14251 4  211    421     244   4       111112122322222211 13321  21   14                            1 32  131233122152
23502347 97 212  .7742    21 25233 4  212    114     333   2       111122111221112211 22321  21   49                            1 21  331311324502
23878347 65 312  .8342    21 13251 1  312    223     434   4       111112233322221212 22321  21   34                            1 32  231544120169
23490347 87 212  .5612    21 15232 1  212    221     223   4       111112111221211211 11121  21   14                            1 32  531344223322
23096147 97 112  .7742    21 13312 3  212    221     431   4       111113233111212211 22311  11   11                            1 21  331311324502
23082547 87 112  .5612    21 24222 9  212    311     121   2       111122122111219111 11111  11   14                            1 32  531344223322
23838247 21 312 1.2502    21 14212 2  213    321     331   4       111112122111211211 22311  11   14                            1 32  131243122015
23835547 78 312  .7272    11 152 1 4  111    121     113   3       111112111   222111 11121   1   14                            1 53  331555424609
23448147 76 212  .8342    21 25232 3  211    313     234   2       111122111221212211 12321  21   34                            1 32  231344222554
23832747 87 312  .5612    21 13213 4  212    321     231   4       111112233111112211 12311  21   19                            1 32  531344223322
23817547 78 312  .7862    21 25211 4  211    124     135   4       111122111111222111 12322  11   44                            1 53  331555424609
23815347 78 312  .7272    11 152 1 4  211    121     134   3       111112111   222111 12321   1   14                            1 53  331555424609
23830747 97 312  .7742    21 2522  9  213    321     122   4       111122111111  9111 11111   1   13                            1 21  331311324502
23416747 94 212 1.0952    11 25212 3  212    322     123   3       111122111111212111 11121  11   24                            1 21  531211323669
23555347 67 212  .8091    22 2 2 2 3  1 3    122     124   4       111122      212 11 11 21  22   22                            1 32  231344122192
23933647 30 312 1.0511    11 12344 3  222    424     232   3       111113234322112311 12411  22   42                            1 32  131233122152
23933547 30 312 1.0511    11 12344 3  222    424     232   3       111113234322112311 12411  22   42                            1 32  131233122152
23538147 67 212  .7481    12 23312 2  1 3    3 3     292           111123233111211 11 19 11  22   32                            1 32  231344122192
23919147 48 312  .5731    21 13222 4  221    123     232   4       111112233111212311 12411  12   32                            1 32  431534322485
23143547 67 112  .8091    22 23222 2  921    213     221   2       111122233111211399 11211  22   33                            1 32  231344122192
23912547 30 312 1.1371    21 22324 2  323    323     253   4       111123234111111312 13421  22   32                            1 32  131233122152
23517847 67 212  .7481    12 23412 2  221    423     223   3       111123233111211311 11221  22   31                            1 32  231344122192
23129747 36 112  .6291    21 14342 2  223    323     343   4       111113122322211311 23421  22   32                            1 32  431544222963
23498147 36 212  .6291    21 23313 2  421    921     435   4       111123233111111322 22422  22   12                            1 32  431544222963
23882847 30 312  .7151    23 13141 2  223    329     432   4       111111233322221311 22411  22   92                            1 32  131233122152
23106247 21 112  .9201    11 12112 2  221    323     435   3       111111234111211311 22422  12   32                            1 32  131243122015
23482547 97 212  .7571    21 22423 1  221    323     434   4       111123234111111311 22421  22   32                            1 21  331311324502
23095947 78 112  .7111    11 23242 3  221    222     234   3       111122233322212311 12421  22   22                            1 53  331555424609
23864647 36 312  .5821    11 24443 9  221    323     495   3       111123122322119311 29 22  22   32                            1 32  431544222963
23474847 76 212  .8141    11 252 2 3  229    329     313   3       111122111   212311 21221   2   93                            1 32  231344222554
23860047 36 312  .5821    11 12331 2  221    323     415   3       111113234221221311 21222  22   32                            1 32  431544222963
