ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BORNINNC,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOTV12,GOTVOBAMA,GOTVROMN,GOVNC12,GOVTDO10,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LAIDOFF4,LANDPHONE,LATINO,MARCHILD,MARRIED,MOVETONC,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSNC12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,ZCODE1,ZCODE2,ZCODE3,ZCODE4,WEIGHT
16904.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,Once a week,Weekly,All others,Complete,,Yes,Call 1,5.0,Yes,Both regular land-line and cell phone service,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,5.0,"Yes, for Mitt Romney",For Romney or neither,For Romney or both,Pat McCrory,,,Mitt Romney,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,Yes,Yes,Yes,,No,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",The rich,18-44,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,113.0,Barack Obama,,Other,White,State questionnaire,Hispanic/Latino,South,,,The rich,Yes,Female,Latino women,Non married women,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,Non-white,No,All others,No,,Low Density Rural,Rural,Rural,Very downscale,0.378720700740814
41092.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,Catholic/Attend weekly,Complete,,Yes,Call 2,5.0,Yes,Both regular land-line and cell phone service,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,"No, I was not contacted",For Romney or neither,For Obama or neither,Did not vote,,,Barack Obama,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,Yes,Yes,No,,No,,,,Angry,"Dissatisfied, but not angry or angry",The rich,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,3.0,Mitt Romney,,White,White,State questionnaire,White,South,Catholic,Catholic,The rich,Yes,Female,White women,Non married women,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,White Catholics,No,White Born-again/Evangelical Christians,No,All others,Low Density Rural,Rural,Rural,Very downscale,0.836969554424286
41093.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,Catholic/Attend weekly,Complete,,Yes,Call 2,5.0,Yes,Both regular land-line and cell phone service,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,"No, I was not contacted",For Romney or neither,For Obama or neither,Did not vote,,,Barack Obama,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,Yes,Yes,No,,No,,,,Angry,"Dissatisfied, but not angry or angry",The rich,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,3.0,Mitt Romney,,White,White,State questionnaire,White,South,Catholic,Catholic,The rich,Yes,Female,White women,Non married women,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,White Catholics,No,White Born-again/Evangelical Christians,No,All others,Low Density Rural,Rural,Rural,Very downscale,0.836969554424286
18621.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,Once a week,Weekly,All others,Complete,,No,Call 1,4.0,Yes,Both regular land-line and cell phone service,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,4.0,"Yes, for Barack Obama",For Obama or both,For Obama or neither,Walter Dalton,,,Barack Obama,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,Yes,Yes,No,,Yes,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,1.0,Barack Obama,,Black,Black,State questionnaire,Black,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Yes,Female,Black women,Married women,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,Non-white,No,All others,No,,Suburb,Rural,Rural,Very downscale,0.209045454859734
60223.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Never,Never,All others,Complete,,No,Call 3,9.0,Yes,Both regular land-line and cell phone service,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,"Yes, for Barack Obama",For Obama or both,For Obama or neither,Walter Dalton,,,Barack Obama,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,Yes,Yes,No,,No,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,49.0,Barack Obama,,White,White,State questionnaire,White,South,None,None,The rich,Yes,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,White none,Yes,All others,No,All others,Suburb,Rural,Rural,Downscale,0.446705222129822
39514.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,A few times a year,Occasionally,All others,Complete,,No,Call 2,1.0,No,Only regular land-line phone service,,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,1.0,"Yes, for Barack Obama",For Obama or both,For Obama or neither,Other,,,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,Yes,Yes,No,,No,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,53.0,Barack Obama,,Black,Black,State questionnaire,Black,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Yes,Female,Black women,Non married women,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,Non-white,No,All others,No,,Low Density Rural,Rural,Rural,Very downscale,0.237928867340088
40921.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Catholic/Attend weekly,Complete,,Yes,Call 2,4.0,Yes,Only cell phone service,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,4.0,"Yes, for Barack Obama",For Obama or both,For Obama or neither,Pat McCrory,,,Barack Obama,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,Yes,No,No,,No,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,1.0,Barack Obama,,White,White,State questionnaire,White,South,Catholic,Catholic,The rich,Yes,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,White Catholics,No,White Born-again/Evangelical Christians,No,All others,Suburb,Rural,Rural,Very downscale,0.272395014762878
60470.0,,,30-44,30-59,18-44,30-44,30-39,30-39,,,,A few times a year,Occasionally,All others,Complete,,No,Call 3,10.0,Yes,Only cell phone service,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,,,,,5.0,"Yes, for Barack Obama",For Obama or both,For Obama or neither,Walter Dalton,,,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,,,,Yes,No,No,,Yes,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,,,Democrat,,Conservative,15.0,Barack Obama,,,,State questionnaire,,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Yes,Male,,Married men,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,,,All others,No,,Suburb,Rural,Rural,Upscale,0.247866213321686
62261.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,All others,Complete,,No,Call 3,5.0,Yes,Both regular land-line and cell phone service,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,5.0,"No, I was not contacted",For Romney or neither,For Obama or neither,Walter Dalton,,,Barack Obama,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,Yes,Yes,No,,Yes,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,113.0,Barack Obama,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Yes,Female,White women,Married women,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,White Protestants,No,All others,No,White Protestant non-evangelical,Low Density Rural,Rural,Rural,Very downscale,0.358553528785706
17712.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Protestant/Attend weekly,Complete,,Yes,Call 1,5.0,Yes,Only cell phone service,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,"No, I was not contacted",For Romney or neither,For Obama or neither,Walter Dalton,,,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,Yes,No,No,,No,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,3.0,Barack Obama,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The rich,Yes,Male,White men,Non married men,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,White Protestants,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Low Density Rural,Rural,Rural,Very downscale,0.391376286745071
17711.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Protestant/Attend weekly,Complete,,Yes,Call 1,5.0,Yes,Only cell phone service,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,"No, I was not contacted",For Romney or neither,For Obama or neither,Walter Dalton,,,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,Yes,No,No,,No,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,3.0,Barack Obama,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The rich,Yes,Male,White men,Non married men,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,White Protestants,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Low Density Rural,Rural,Rural,Very downscale,0.391376286745071
64467.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a month,Occasionally,All others,Complete,,Yes,Call 3,4.0,Yes,Only cell phone service,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,"No, I was not contacted",For Romney or neither,For Obama or neither,Walter Dalton,,,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,Yes,No,No,,No,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,1.0,Barack Obama,,White,White,State questionnaire,White,South,Something else,Other,The rich,Yes,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,White something else,Yes,White Born-again/Evangelical Christians,No,All others,Suburb,Rural,Rural,Very downscale,0.371301263570786
39136.0,,,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,More than once a week,Weekly,Protestant/Attend weekly,Complete,,Yes,Call 2,4.0,Yes,Both regular land-line and cell phone service,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,4.0,Omit,Omit,Omit,Walter Dalton,,,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,Yes,Yes,No,,No,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,1.0,Barack Obama,,Black,Black,State questionnaire,Black,South,Protestant/Other Non-Catholic Christian,Protestant,The rich,Yes,Female,Black women,Non married women,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,Non-white,No,All others,No,,Suburb,Rural,Rural,Very downscale,0.209045454859734
39961.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,All others,All others,Once a week,Weekly,All others,Complete,,No,Call 2,11.0,Yes,Both regular land-line and cell phone service,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,5.0,Omit,Omit,Omit,Walter Dalton,,,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,Yes,Yes,No,,Yes,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,56.0,Barack Obama,,Other,American Indian,State questionnaire,Other,South,Something else,Other,The rich,Yes,Male,All other races,Married men,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,Non-white,No,All others,No,,Low Density Rural,Rural,Rural,Downscale,0.402098923921585
39960.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,All others,All others,Once a week,Weekly,All others,Complete,,No,Call 2,11.0,Yes,Both regular land-line and cell phone service,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,5.0,Omit,Omit,Omit,Walter Dalton,,,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,Yes,Yes,No,,Yes,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,56.0,Barack Obama,,Other,American Indian,State questionnaire,Other,South,Something else,Other,The rich,Yes,Male,All other races,Married men,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,Non-white,No,All others,No,,Low Density Rural,Rural,Rural,Downscale,0.402098923921585
16052.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,More than once a week,Weekly,All others,Complete,,No,Call 1,5.0,Yes,Both regular land-line and cell phone service,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,5.0,"Yes, for Barack Obama",For Obama or both,For Obama or neither,Walter Dalton,,,Barack Obama,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Yes,No,,Yes,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,3.0,Barack Obama,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Yes,Male,White men,Married men,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,White Protestants,No,All others,No,White Protestant non-evangelical,Low Density Rural,Rural,Rural,Very downscale,0.391376286745071
60863.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,Once a week,Weekly,All others,Complete,,No,Call 3,9.0,Yes,Both regular land-line and cell phone service,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,5.0,"Yes, for Barack Obama",For Obama or both,For Obama or neither,Walter Dalton,,,Barack Obama,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,No,Yes,Yes,,Yes,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,49.0,Barack Obama,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Yes,Female,Latino women,Married women,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,Non-white,No,All others,No,,Suburb,Rural,Rural,Downscale,0.407447189092636
63660.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,A few times a month,Occasionally,All others,Complete,,Yes,Call 3,4.0,Yes,Both regular land-line and cell phone service,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,4.0,"Yes, for Barack Obama",For Obama or both,For Obama or neither,Walter Dalton,,,Barack Obama,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,No,Yes,No,,Yes,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,1.0,Barack Obama,,Black,Black,State questionnaire,Black,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Yes,Female,Black women,Married women,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,Non-white,No,All others,No,,Suburb,Rural,Rural,Very downscale,0.209045454859734
17063.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,A few times a year,Occasionally,All others,Complete,,No,Call 1,1.0,Yes,Both regular land-line and cell phone service,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,1.0,"Yes, for Barack Obama",For Obama or both,For Obama or neither,Pat McCrory,,,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,No,Yes,No,,No,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,53.0,Barack Obama,,Black,Black,State questionnaire,Black,South,Something else,Other,The rich,Yes,Female,Black women,Non married women,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,Non-white,No,All others,No,,Low Density Rural,Rural,Rural,Very downscale,0.217657148838043
61123.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Protestant/Do not attend weekly,Complete,,No,Call 3,3.0,Yes,Only cell phone service,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,"Yes, for Barack Obama",For Obama or both,For Obama or neither,Walter Dalton,,,Barack Obama,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,No,No,,Yes,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,9.0,Barack Obama,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The rich,Yes,Female,White women,Married women,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,White Protestants,No,All others,No,White Protestant non-evangelical,Suburb,Rural,Rural,Very upscale,0.563799202442169
60693.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,A few times a month,Occasionally,All others,Complete,,Yes,Call 3,1.0,Yes,Only cell phone service,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,"Yes, for Barack Obama",For Obama or both,For Obama or neither,Walter Dalton,,,Barack Obama,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,No,No,,No,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,16.0,Barack Obama,,White,White,State questionnaire,White,South,Something else,Other,The rich,Yes,Female,White women,Non married women,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,White something else,No,White Born-again/Evangelical Christians,No,All others,Low Density Rural,Rural,Rural,Downscale,0.576913833618164
39877.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,Never,Never,All others,Complete,,Yes,Call 2,2.0,Yes,Only cell phone service,,,,,,,,,,,,,,1.0,"Yes, for Barack Obama",For Obama or both,For Obama or neither,Walter Dalton,,,Barack Obama,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,No,No,Yes,,No,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,44.0,Barack Obama,,Other,,State questionnaire,Hispanic/Latino,South,None,None,The rich,Yes,Female,Latino women,Non married women,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,Non-white,No,All others,No,,Suburb,Rural,Rural,Downscale,0.503646731376648
64867.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Protestant/Do not attend weekly,Complete,,No,Call 3,4.0,Yes,Both regular land-line and cell phone service,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,4.0,"Yes, for both Obama and Romney",For Obama or both,For Romney or both,Walter Dalton,,,Barack Obama,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,Yes,No,,Yes,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,1.0,Barack Obama,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The rich,Yes,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,White Protestants,No,All others,No,White Protestant non-evangelical,Suburb,Rural,Rural,Very downscale,0.282514333724976
40431.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,A few times a year,Occasionally,Protestant/Do not attend weekly,Complete,,No,Call 2,3.0,Yes,Both regular land-line and cell phone service,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,"Yes, for both Obama and Romney",For Obama or both,For Romney or both,Walter Dalton,,,Barack Obama,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,Yes,No,,Yes,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,9.0,Barack Obama,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The rich,Yes,Male,White men,Married men,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,White Protestants,No,All others,No,White Protestant non-evangelical,Suburb,Rural,Rural,Very upscale,0.808818161487579
17389.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,All others,Complete,,No,Call 1,10.0,Yes,Both regular land-line and cell phone service,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,"Yes, for both Obama and Romney",For Obama or both,For Romney or both,Walter Dalton,,,Barack Obama,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Yes,,,Yes,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,15.0,Barack Obama,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Yes,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,White Protestants,No,All others,No,White Protestant non-evangelical,Suburb,Rural,Rural,Upscale,0.260112822055817
7513.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,Protestant/Attend weekly,Complete,,No,,10.0,Yes,Both regular land-line and cell phone service,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,5.0,"No, I was not contacted",For Romney or neither,For Obama or neither,Walter Dalton,,,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,No,Yes,No,,No,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50049.0,Barack Obama,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The rich,Yes,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Telephone survey,,,,Version 3,White Protestants,No,All others,No,White Protestant non-evangelical,Suburb,Rural,Rural,Very upscale,0.814325153827667
66190.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Protestant/Do not attend weekly,Complete,,No,Call 3,11.0,Yes,Both regular land-line and cell phone service,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,5.0,"No, I was not contacted",For Romney or neither,For Obama or neither,Walter Dalton,,,Barack Obama,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,Yes,No,,Yes,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,92.0,Barack Obama,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The rich,Yes,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Election day exit poll,,,,Version 3,White Protestants,No,All others,No,White Protestant non-evangelical,Low Density Rural,Rural,Rural,Upscale,0.420179903507233
