ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BORNINNC,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOTV12,GOTVOBAMA,GOTVROMN,GOVNC12,GOVTDO10,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LAIDOFF4,LANDPHONE,LATINO,MARCHILD,MARRIED,MOVETONC,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSNC12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,ZCODE1,ZCODE2,ZCODE3,ZCODE4,WEIGHT
40408.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Moved to North Carolina,,Call 2,9.0,,,,I like my candidate but with reservations,Getting better,George W. Bush,Getting better,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,,,Pat McCrory,,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,,,No,,No,I moved to North Carolina five to 10 years ago,Not so good,Not so good or poor,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,58.0,Barack Obama,Shares my values,White,White,State questionnaire,White,South,,,,,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,0.250980645418167
6990.0,Legal,Legal in all cases,65+,60+,45+,60+,65+,65 or over,,,,,,,Complete,Moved to North Carolina,,,1.0,,,,I like my candidate but with reservations,Getting better,George W. Bush,Getting better,,Postgraduate study,College graduate,More than High school graduate,,,,,2.0,,,,Walter Dalton,,Barack Obama,,,,,,,,,,Barack Obama,The economy,,,No,,Yes,I moved to North Carolina in the last four years,Not so good,Not so good or poor,,,,45+,65+,,Democrat,,,Democrat,,Liberal,50001.0,Barack Obama,Shares my values,,,State questionnaire,,South,,,,,Male,,Married men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Telephone survey,,,,Version 2,,,,,,Suburb,Urban,Urban Core,Very upscale,1.5695995092392
17383.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,,,,Complete,Born in North Carolina,,Call 1,1.0,,,,I strongly favor my candidate,Staying about the same,George W. Bush,Poor and staying the same,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,2.0,,,,Walter Dalton,,Barack Obama,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,,,No,,,I was born in North Carolina,Not so good,Not so good or poor,,,,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,29.0,Barack Obama,Shares my values,Black,Black,State questionnaire,Black,South,,,,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Upscale,0.188925251364708
18555.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Complete,Born in North Carolina,,Call 1,9.0,,,,I strongly favor my candidate,Staying about the same,George W. Bush,Poor and staying the same,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,3.0,,,,Pat McCrory,,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,The economy,,,No,,No,I was born in North Carolina,Not so good,Not so good or poor,,,,18-44,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,64.0,Barack Obama,Shares my values,Black,Black,State questionnaire,Black,South,,,,,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,0.209836691617966
7256.0,Illegal,Illegal in all cases,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,,,Complete,Born in North Carolina,,,12.0,,,,I strongly favor my candidate,Staying about the same,Omit,Poor and staying the same,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,4.0,,,,Did not vote,,Barack Obama,,,,,,,,,,Barack Obama,The economy,,,No,,No,I was born in North Carolina,Not so good,Not so good or poor,,,,45+,65+,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,50058.0,Barack Obama,Shares my values,Black,Black,State questionnaire,Black,South,,,,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Telephone survey,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Downscale,3.47824478149414
41777.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,Moved to North Carolina,,Call 2,9.0,,,,I strongly favor my candidate,Getting better,George W. Bush,Getting better,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,,,Pat McCrory,,Omit,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,,,No,,Yes,I moved to North Carolina more than 10 years ago,Not so good,Not so good or poor,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,58.0,Barack Obama,Shares my values,White,White,State questionnaire,White,South,,,,,Female,White women,Married women,"Cities over 500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,0.250980645418167
61673.0,Legal,Legal in most cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,All others,All others,,,,Complete,Moved to North Carolina,,Call 3,4.0,,,,I like my candidate but with reservations,Getting worse,George W. Bush,Worse,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,2.0,,,,Walter Dalton,,Barack Obama,,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and non white",Mitt Romney,The economy,,,No,,No,I moved to North Carolina more than 10 years ago,Not so good,Not so good or poor,,,,18-44,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,107.0,Barack Obama,Shares my values,Other,Asian,State questionnaire,Asian,South,,,,,Female,All other races,Non married women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,0.459608227014542
18190.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Moved to North Carolina,,Call 1,5.0,,,,I strongly favor my candidate,Getting better,Omit,Getting better,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,4.0,,,,Pat McCrory,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,,,No,,Yes,I moved to North Carolina more than 10 years ago,Not so good,Not so good or poor,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,34.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,0.762649714946747
40492.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,Moved to North Carolina,,Call 2,4.0,,,,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,,,Pat McCrory,,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,,,No,,No,I moved to North Carolina more than 10 years ago,Not so good,Not so good or poor,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,108.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,0.551630258560181
40491.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,Moved to North Carolina,,Call 2,4.0,,,,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,,,Pat McCrory,,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,,,No,,No,I moved to North Carolina more than 10 years ago,Not so good,Not so good or poor,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,108.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,0.551630258560181
39897.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,Born in North Carolina,,Call 2,9.0,,,,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,3.0,,,,Pat McCrory,,Mitt Romney,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,,,No,,No,I was born in North Carolina,Not so good,Not so good or poor,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,61.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,Yes,,,,Suburb,Urban,Urban Core,Very upscale,0.330756187438965
39507.0,Illegal,Illegal in most cases,,,,,,,,,,,,,Complete,Born in North Carolina,,Call 2,5.0,,,,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,,Pat McCrory,,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,,,No,,Yes,I was born in North Carolina,Not so good,Not so good or poor,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,34.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,0.749581456184387
62464.0,Illegal,Illegal in all cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,Moved to North Carolina,,Call 3,4.0,,,,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,,,,Pat McCrory,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,,,No,,Yes,I moved to North Carolina more than 10 years ago,Not so good,Not so good or poor,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,107.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,0.483286678791046
60262.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,Born in North Carolina,,Call 3,9.0,,,,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,,,Pat McCrory,,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,,,No,,Yes,I was born in North Carolina,Not so good,Not so good or poor,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,58.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,,Male,White men,Married men,"Cities over 500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,0.415736496448517
7063.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Born in North Carolina,,,5.0,,,,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,,,Pat McCrory,,Mitt Romney,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,,,No,,Yes,I was born in North Carolina,Not so good,Not so good or poor,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50023.0,,Shares my values,White,White,State questionnaire,White,South,,,,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Telephone survey,,,,Version 2,,Yes,,,,Suburb,Urban,Urban Core,Downscale,0.601994812488556
17016.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Born in North Carolina,,Call 1,5.0,,,,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,4.0,,,,Walter Dalton,,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,,,No,,No,I was born in North Carolina,Not so good,Not so good or poor,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,34.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,0.790981709957123
16290.0,Illegal,Illegal in all cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Born in North Carolina,,Call 1,3.0,,,,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,,,Pat McCrory,,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,,,No,,Yes,I was born in North Carolina,Not so good,Not so good or poor,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,80.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,0.446921169757843
60661.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Moved to North Carolina,,Call 3,13.0,,,,I dislike the other candidates,Staying about the same,George W. Bush,Poor and staying the same,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,,,Pat McCrory,,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,,,No,,Yes,I moved to North Carolina more than 10 years ago,Not so good,Not so good or poor,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,99.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,0.573902904987335
24704.0,Omit,Omit,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Moved to North Carolina,,Call 1,6.0,,,,I like my candidate but with reservations,Staying about the same,Omit,Poor and staying the same,,,,,,,,,4.0,,,,Pat McCrory,,Mitt Romney,,,,,,,,,,Mitt Romney,The economy,,,No,,Yes,I moved to North Carolina in the last four years,Not so good,Not so good or poor,,,,45+,18-64,,,,,,,,41.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,,,,,Suburb,Urban,Urban Core,Very upscale,0.747085452079773
6995.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,All others,All others,,,,Complete,Born in North Carolina,,,2.0,,,,I strongly favor my candidate,Getting worse,Barack Obama,Worse,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,1.0,,,,Pat McCrory,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Mitt Romney,The economy,,,No,,Yes,I was born in North Carolina,Not so good,Not so good or poor,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,50005.0,Mitt Romney,Shares my values,Other,Other,State questionnaire,Other,South,,,,,Male,All other races,Married men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Telephone survey,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Downscale,1.77613162994385
17850.0,Illegal,Illegal in all cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Born in North Carolina,,Call 1,8.0,,,,I strongly favor my candidate,Getting worse,Barack Obama,Worse,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,3.0,,,,Pat McCrory,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,,,No,,Yes,I was born in North Carolina,Not so good,Not so good or poor,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,7.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Upscale,0.330756187438965
60087.0,Illegal,Illegal in most cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,Born in North Carolina,,Call 3,12.0,,,,I like my candidate but with reservations,Getting worse,Barack Obama,Worse,,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,,Pat McCrory,,Mitt Romney,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,,,No,,Yes,I was born in North Carolina,Not so good,Not so good or poor,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,31.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Downscale,0.496871203184128
7010.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Born in North Carolina,,,2.0,,,,I dislike the other candidates,Getting worse,Barack Obama,Worse,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,,,Pat McCrory,,Mitt Romney,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,,,No,,No,I was born in North Carolina,Not so good,Not so good or poor,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50006.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Telephone survey,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,1.57184135913849
65790.0,Illegal,Illegal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Moved to North Carolina,,Call 3,9.0,,,,I strongly favor my candidate,Getting worse,Omit,Worse,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,,,Pat McCrory,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,,,No,,No,I moved to North Carolina more than 10 years ago,Not so good,Not so good or poor,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,64.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,0.365848124027252
24082.0,Illegal,Illegal in all cases,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,,,,Complete,Born in North Carolina,,Call 1,4.0,,,,I dislike the other candidates,Getting worse,Omit,Worse,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,2.0,,,,Pat McCrory,,Mitt Romney,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Mitt Romney,The economy,,,No,,No,I was born in North Carolina,Not so good,Not so good or poor,,,,45+,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Conservative,107.0,,Shares my values,Black,Black,State questionnaire,Black,South,,,,,Male,Black men,Non married men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,0.458915054798126
45854.0,Omit,Omit,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Moved to North Carolina,,Call 2,6.0,,,,I like my candidate but with reservations,Staying about the same,Omit,Poor and staying the same,,,,,,,,,4.0,,,,Pat McCrory,,Omit,,,,,,,,,,Mitt Romney,The economy,,,No,,Yes,I moved to North Carolina in the last four years,Not so good,Not so good or poor,,,,45+,18-64,,,,,,,,41.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,,,,,Suburb,Urban,Urban Core,Very upscale,0.747085452079773
17992.0,Legal,Legal in most cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Complete,Born in North Carolina,,Call 1,13.0,,,,I strongly favor my candidate,Getting better,Omit,Getting better,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,,,Pat McCrory,,Omit,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Omit,The economy,,,No,,No,I was born in North Carolina,Not so good,Not so good or poor,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,99.0,Other,Shares my values,White,White,State questionnaire,White,South,,,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,0.199695661664009
62247.0,Omit,Omit,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,Born in North Carolina,,Call 3,9.0,,,,I like my candidate but with reservations,Omit,Omit,Omit,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,,,Pat McCrory,,Omit,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Omit,The economy,,,No,,No,I was born in North Carolina,Not so good,Not so good or poor,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,60.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Downscale,0.540382266044617
39542.0,Legal,Legal in most cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,Born in North Carolina,,Call 2,4.0,,,,I strongly favor my candidate,Getting better,George W. Bush,Getting better,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,2.0,,,,Walter Dalton,,Barack Obama,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,,,No,,No,I was born in North Carolina,Not so good,Not so good or poor,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,107.0,Barack Obama,Shares my values,White,White,State questionnaire,White,South,,,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,0.459608227014542
20046.0,Legal,Legal in all cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,Born in North Carolina,,Call 1,9.0,,,,I strongly favor my candidate,Getting better,George W. Bush,Getting better,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,,,Walter Dalton,,Barack Obama,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,,,No,,No,I was born in North Carolina,Not so good,Not so good or poor,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,60.0,Barack Obama,Shares my values,White,White,State questionnaire,White,South,,,,,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,Version 2,,Yes,,,,Suburb,Urban,Urban Core,Downscale,0.844175219535828
